model,F,NRMSE_quantum_best,NRMSE_ESN_F,NRMSE_NGRC_ref,encode_scale,scaler,beats_ESN
qrc_v4,16,0.08142980103284161,0.23778465742390872,0.0014994511236018,2.0,minmax,True
qrc_v6,24,0.08649104806886476,0.14933207133279883,0.0014994511236018,2.0,minmax,True
qrc_rich,96,0.008678623583666679,0.09822177414643327,0.0014994511236018,1.5,minmax,True
