model,vpt_lyap_mean,spectral_mse_mean,wasserstein_mean,diverged_runs
qrc_v4,0.048604,45.6345150356502,21.5973934618911,5
qrc_v6,0.20112000000000005,1.240417418897612,0.3750441618763096,0
qrc_rich,0.157544,0.4111413125018292,0.1668393696695491,0
