model,vpt_lyap_mean,spectral_mse_mean,wasserstein_mean,diverged_runs
ESN,1.0642600000000002,0.087802193775952,0.014809311829421622,0
ELM,0.30726666666666663,12.63908958217385,5.1266675428561745,3
NG-RC(best),0.20112,inf,8.772838123854339e+195,3
RandomForest,0.09218,0.4336374268783451,0.14803870240499467,0
