model,nrmse_mean,nrmse_std
ELM+poly2,0.0002468074023489017,2.511029429551185e-05
ELM,0.0005063696009927217,4.858496438075961e-05
NG-RC(best),0.0012658075549665058,0.0
NG-RC(d3),0.0012658075549665058,0.0
ESN+poly2,0.008593326432894137,0.0007167669203184311
ESN,0.017982588691604722,0.0013552902540848967
NG-RC(d1),0.039322104205883925,0.0
NG-RC(d2),0.04042430510034785,0.0
RandomForest,0.041746799588427246,0.00028926862530525736
Linear-Ridge,0.0473256997631592,0.0
