model,vpt_lyap_mean,spectral_mse_mean,wasserstein_mean,diverged_runs
qrc_v4,0.172064,2.6703566899991324,0.2442874741555066,0
qrc_v6,0.199232,3.0929402039111293,0.2865057514664808,0
qrc_rich,0.63392,0.4770677676513981,0.10795915290281292,0
