pair,frac_sig_0.10,frac_sig_0.05,median_dm,dm_min,dm_max,median_p
qrc_rich vs ESN(F=96),1.0,1.0,-10.80544672839277,-11.234194125692715,-9.855729700383511,3.491038440318277e-23
qrc_rich vs NG-RC(k8d3),1.0,1.0,11.513232343161281,9.941905026147994,12.154401383546816,1.273846235782272e-25
qrc_v6 vs ESN(F=24),1.0,1.0,7.363580498967588,7.013711197040482,7.4533272937338575,1.7606512980329194e-12
