pair,frac_sig_0.10,frac_sig_0.05,median_dm,dm_min,dm_max,median_p
qrc_rich vs ESN(F=96),0.8,0.8,-11.59140513151131,-14.150837278108524,1.6172191078272942,6.795831707830228e-26
qrc_rich vs NG-RC,1.0,1.0,8.359549042638992,6.010711019296653,11.429627960497587,2.436745574397787e-15
qrc_v6 vs ESN(F=24),0.8,0.8,9.167712894692423,0.5782959786662324,11.735443217519839,8.148965535565459e-18
