model_i,model_j,mean_dm,median_p,frac_seeds_sig
qrc_v4,qrc_v6,-0.8707119738369936,0.10206012327675854,0.4
qrc_v4,ESN(F=24),-7.493149644314886,2.3765061472897867e-16,0.8
qrc_v4,qrc_rich,8.136916346935719,8.282356454230008e-13,1.0
qrc_v4,ESN(F=96),-2.9553140807624763,9.264925751402279e-06,0.6
ESN(F=16),NG-RC(k8d3),12.152129287106126,3.63675982894521e-28,1.0
ESN(F=16),ESN,11.884453498538388,1.8988531889557557e-27,1.0
ESN(F=16),ELM,12.152343875673346,3.630953321266651e-28,1.0
ESN(F=16),ELM+poly2,12.152401723894165,3.629871601990123e-28,1.0
ESN(F=16),RandomForest,11.674253883622384,8.768704913466502e-27,1.0
ESN(F=16),qrc_v4,11.421144460322433,3.1923926795433556e-26,1.0
ESN(F=16),qrc_v6,10.969529613889918,4.165187757250703e-23,1.0
ESN(F=16),ESN(F=24),7.870405757302192,7.86070375851777e-11,1.0
ESN(F=16),qrc_rich,12.141461311702004,4.555112039921584e-28,1.0
ESN(F=16),ESN(F=96),9.918072539950895,1.2781258550742575e-19,1.0
qrc_v6,NG-RC(k8d3),8.488732208494756,8.334986564973128e-16,1.0
qrc_v6,ESN,6.515086023906913,2.1401620804557074e-11,1.0
qrc_v6,ELM,8.489875660377084,8.279230605739098e-16,1.0
qrc_v6,ELM+poly2,8.490218859339485,8.255457985725509e-16,1.0
qrc_v6,RandomForest,5.77038311781954,3.4016866609338896e-08,1.0
qrc_v6,qrc_v4,0.8707119738369936,0.10206012327675854,0.4
qrc_v6,ESN(F=16),-10.969529613889918,4.165187757250703e-23,1.0
qrc_v6,ESN(F=24),-7.370835149035445,1.589220937348991e-16,1.0
qrc_v6,qrc_rich,8.42752966109567,1.0898454564226382e-15,1.0
qrc_v6,ESN(F=96),-1.8853113256632503,7.062920354035019e-05,0.8
ESN(F=24),NG-RC(k8d3),12.202247748660344,7.954058363000365e-27,1.0
ESN(F=24),ESN,11.130626536656447,7.613123689051899e-24,1.0
ESN(F=24),ELM,12.202834114042911,7.909465663906871e-27,1.0
ESN(F=24),ELM+poly2,12.202993972188583,7.891178594676326e-27,1.0
ESN(F=24),RandomForest,11.01888864803359,2.4454604404048746e-23,1.0
ESN(F=24),qrc_v4,7.493149644314886,2.3765061472897867e-16,0.8
ESN(F=24),ESN(F=16),-7.870405757302192,7.86070375851777e-11,1.0
ESN(F=24),qrc_v6,7.370835149035445,1.589220937348991e-16,1.0
ESN(F=24),qrc_rich,12.176680683979583,1.0013807325360842e-26,1.0
ESN(F=24),ESN(F=96),6.29601581062745,1.4311746481524183e-12,0.8
qrc_rich,NG-RC(k8d3),9.516100033029268,3.143182334074187e-18,1.0
qrc_rich,ESN,-12.2114371822608,4.727063031487551e-27,1.0
qrc_rich,ELM,9.697424859557987,7.843052328039964e-19,1.0
qrc_rich,ELM+poly2,9.744510686132983,4.828640420489306e-19,1.0
qrc_rich,RandomForest,-9.85667797673387,6.498535413817369e-20,1.0
qrc_rich,qrc_v4,-8.136916346935719,8.282356454230008e-13,1.0
qrc_rich,ESN(F=16),-12.141461311702004,4.555112039921584e-28,1.0
qrc_rich,qrc_v6,-8.42752966109567,1.0898454564226382e-15,1.0
qrc_rich,ESN(F=24),-12.176680683979583,1.0013807325360842e-26,1.0
qrc_rich,ESN(F=96),-12.562126734508297,7.974135289811162e-29,1.0
ESN(F=96),NG-RC(k8d3),12.683597328980676,5.580174498661314e-30,1.0
ESN(F=96),ESN,10.027643535830363,1.8196337262351046e-18,1.0
ESN(F=96),ELM,12.686197278470829,5.3858173233476555e-30,1.0
ESN(F=96),ELM+poly2,12.686598763678706,5.363050381712027e-30,1.0
ESN(F=96),RandomForest,9.018773733956284,9.833564352694639e-17,1.0
ESN(F=96),qrc_v4,2.9553140807624763,9.264925751402279e-06,0.6
ESN(F=96),ESN(F=16),-9.918072539950895,1.2781258550742575e-19,1.0
ESN(F=96),qrc_v6,1.8853113256632503,7.062920354035019e-05,0.8
ESN(F=96),ESN(F=24),-6.29601581062745,1.4311746481524183e-12,0.8
ESN(F=96),qrc_rich,12.562126734508297,7.974135289811162e-29,1.0
