system,model,context,onestep_nrmse,vpt_lyap,spectral_mse,wasserstein,diverged,onestep_sec_per_step,closedloop_sec_per_step
henon,chronos_bolt_small,512,1.0195088641151424,0.0,12.7860385178727,0.23069256275998967,False,0.002140007019042969,0.007688880761464437
lorenz,chronos_bolt_small,512,0.22306616981176897,0.09056,989.3871033494796,109163923439747.53,True,0.0014652582009633383,0.0078712264696757
mackeyglass,chronos_bolt_small,512,0.12312603749273293,0.11732000000000001,52.06882560468023,356.32935171000355,True,0.0014669803778330486,0.0074828600883483885
