system,model,context,onestep_nrmse,vpt_lyap,spectral_mse,wasserstein,diverged,onestep_sec_per_step,closedloop_sec_per_step
henon,chronos_bolt_small,2048,1.01057338634012,0.0,13.829516323207507,0.2381313770466824,False,0.006139529943466187,0.013797366619110107
lorenz,chronos_bolt_small,2048,0.23179117193522827,0.09056,5.605643678169317,4.57133678388246,True,0.0053561647733052576,0.013005619843800862
mackeyglass,chronos_bolt_small,2048,0.13245541730768853,0.01676,4.276433940222813,3.413412116458149,False,0.00538949449857076,0.012949456373850504
