t,tx,ty,tz,px,py,pz
128,0.4897413462295494,0.569518691957224,0.5374050201940088,3.4290423467424347,1.614834703254143,-1.7440536872654313
129,0.5362965890604162,0.5692743725620398,0.46269053848574987,2.970683718582862,0.5784408069226838,-2.1079115878027324
130,0.5674590787849647,0.5802518593894284,0.4049777289822461,5.157923828989128,1.9126914266073722,-2.2128197492172603
131,0.5957867841455704,0.6042450292038501,0.36355431880310213,3.5573989854579278,1.216584883505618,-1.4181600565683858
132,0.6294678114759542,0.64200667272664,0.34223836105934713,3.1807471407158943,0.8061385169984892,-2.9338644563217215
133,0.6735446646581389,0.6927558060074863,0.3495799895531961,5.370633242344931,1.624453681568685,-2.162742497302446
134,0.7291579704409772,0.7493266161621279,0.3982877810752072,3.379491191515328,1.3366540511005258,-1.2986481656374345
135,0.789511087898803,0.7903845353344374,0.4968802146284825,3.6002541692374788,1.0193644269089344,-3.680284861729188
136,0.8350702784017673,0.7820740137379286,0.6265817667938718,5.196766850620764,1.4816223134339364,-1.5859715611420917
137,0.8398552931265808,0.710681064741636,0.727445068663862,3.286529659861184,1.2953875231857221,-1.0499782352438807
138,0.7957732363354451,0.6149835165733363,0.7468962933018675,3.9175564657192545,1.44410457662776,-3.9821829065192027
139,0.7249332681402954,0.5462957376175693,0.6961605511211331,4.482089423676862,1.1025380500098034,-1.1161304002024295
140,0.6574901291918426,0.5173708077295787,0.6178203427842648,2.6926230479917734,0.8262740637582286,-0.9705053302256736
141,0.6095984452123188,0.5148006088945387,0.5386744041531555,4.422316388655945,2.1427507309254263,-4.143608210184013
142,0.5833280961086302,0.5252924808115667,0.467510911103379,2.579095191964214,0.19294357436531584,0.8399409614839044
143,0.5750764914694941,0.5430449748743055,0.4064636758005739,3.375074186922136,1.0508601581253316,-2.6363800997467806
144,0.5813113111082914,0.5677642996900185,0.3569513205075006,3.955494900399164,1.3118059892899367,-1.166875607106423
145,0.6006294753282903,0.6019535874217462,0.3219236730768946,2.65436444954814,1.0940279950747271,-1.346101091544
146,0.6337904759250883,0.6488218812395407,0.3076375087318292,4.384298453644555,1.609706163468271,-4.281777345723356
147,0.6824376917041679,0.709092595359431,0.3257547059599502,3.70800317430958,0.7072593541743863,0.15639083475299032
148,0.7456273793609406,0.773799670341782,0.393049181283404,3.769036196134799,1.5846591722877772,-2.5438181007861935
149,0.812712022161928,0.813831257560206,0.5186732675477719,2.3305257426834753,0.7114447517111202,0.5019848647736609
150,0.8568667144603872,0.7865952455927137,0.6705808598885987,3.272505501983428,1.2739513045522273,-2.925967424294395
151,0.8474780652220196,0.6878675591675417,0.7673160870214943,3.7354887200934144,1.697904670622222,-0.38359441870089483
152,0.7839626369089521,0.5798416611373429,0.7611341019967799,4.157926495172122,2.0652565230378723,-2.5249967505937256
153,0.7002353838314307,0.5159808469682182,0.6879698174093545,2.2815275032831295,-0.02942194202382531,1.3142286565992762
154,0.6290778733206164,0.49554236788245803,0.5986164602963568,2.212121718575885,0.3494097125476703,-1.3015664456194287
155,0.582507736226502,0.4979616835253642,0.5151389054972215,5.648837687741389,3.2070848730990473,-5.135194639056927
156,0.558514197016586,0.5095881756570241,0.44190316965312276,2.7449348993735807,-0.13990141829779112,-0.40729029972189323
157,0.5514550199461065,0.525905901926902,0.37895918802301964,4.837021733460238,1.8572865560864233,-3.8926629790946663
158,0.5571762357264846,0.5476080000366983,0.32652839811512885,2.4190555754446788,-0.022995181012197108,1.3141568379172597
159,0.5743196042631225,0.5779243173246199,0.28629742989762574,2.9553343736148037,-0.08351760974975164,-1.3146966363135242
160,0.6041606562915439,0.621338213231451,0.26284461731083325,5.212084346364208,2.3782576184019124,-3.7861777097704667
161,0.6498208732864428,0.6818743504051674,0.2662662025248073,2.677006047437656,-0.815896897374337,1.1031107013994017
162,0.7140039904082052,0.7575941578867824,0.3152180788196835,3.275726922229758,0.30186378706907213,-2.6046435745086605
163,0.792565123881656,0.8271139306872086,0.43262746014021375,5.26331765984046,2.0741679782603644,-2.104929881763283
164,0.8627894675462062,0.8378610647418558,0.6131065940037723,3.8959651667846753,1.1136009382890837,-1.5410457331915772
165,0.882339702644293,0.7470052049466192,0.7733439487899607,2.953103834493705,0.5931125722625463,-2.983910849069087
166,0.8278844624209855,0.6062593858167036,0.811818565964803,5.5754030591447865,1.4338536668278739,-1.5122672007716353
167,0.7302844201090906,0.5080444129825954,0.7425013173474198,3.6147346682408674,1.7648858863901733,-2.0256975196291194
168,0.6377742112916306,0.4712467315851275,0.6408965117860692,2.8777723657798955,0.3355038265461445,-1.4919864247065497
169,0.5731868880287386,0.46803256418812045,0.5456715402718431,4.713125812200904,1.964237995490441,-2.5791203860457514
170,0.5360958775460426,0.4758120867962168,0.46329624154676424,2.7881027726448036,0.7172832359966819,-0.11085049579858008
171,0.5184273893065111,0.48557880189465474,0.3921110473624612,3.7098413043479628,1.8405954876702832,-3.792265740959934
172,0.5129553316400263,0.4958273153568494,0.3303277545947382,3.295976324761794,0.8261803310015559,0.6265363264859403
173,0.5154744818305991,0.5080138970525647,0.27692822035721626,4.030713731478998,2.2909169479137415,-3.16792628723638
174,0.5245834228729077,0.5248376036056832,0.23160070943552152,1.7973796699351574,0.44670686172061735,1.754171548184317
175,0.5411468908516257,0.5500863442637074,0.19508355471301475,2.4025397020569184,0.8679829697628367,-0.8585807433596067
176,0.5680932420327658,0.5890788260824495,0.17034083971710473,3.745694955959186,2.27703393086051,-2.3320610846661225
177,0.6104756040066303,0.6487296796994073,0.1653946456540873,2.2821749449233106,0.0013691181280144349,-0.33164648593667323
178,0.6748860808157227,0.7346317212375651,0.19896877017083958,4.370666485361159,1.3411019293251378,-3.530924871729436
179,0.7650734017537117,0.8377330747113652,0.3061866549395834,2.6964280140534136,0.3596827766831403,1.0816057496275207
180,0.8670982474027424,0.9033298993833114,0.5191262522569038,3.3509214213188603,1.1081242491971697,-2.38630029024581
181,0.928608519142624,0.8337958854761854,0.7750015871688478,3.0829211892082196,1.737562766820096,-0.4108642037106236
182,0.8886989523435253,0.6397805992694512,0.8897947659833985,4.144848213388195,2.1523500191656257,-3.370195305596635
183,0.7662544362778911,0.48146285943808403,0.8199282552734719,2.185326403921856,-0.252346844043446,1.2677930164975777
184,0.6376141803049888,0.4213212292653446,0.6924162421808822,1.9360487355937472,-0.15027506464651808,-1.490922370770587
185,0.545294895750499,0.4137104241101212,0.580177480283796,5.872521136121858,2.3478481531106308,-5.130756645993458
186,0.48987768608346455,0.4182326573878524,0.4900528081163051,2.758777383195177,-0.4287006031526843,1.1383636130354304
187,0.45791360385606134,0.41900063849959424,0.41587176215389193,3.492129404184059,0.8105172531023648,-2.4826115035097587
188,0.436694212035737,0.41159912123818676,0.35388838854860216,3.989503435992061,1.1850485257004628,-1.1062521490686805
189,0.4172203782464262,0.3943987423449786,0.3031597820423999,2.8846796930436707,0.7059672746635393,-1.68411543009519
190,0.39307128722909657,0.3651228414757171,0.26510601111686555,4.862243013374347,1.6701811498970027,-4.1954372837748615
191,0.35874382014487394,0.3200760927377264,0.24463329953097535,2.914803009140437,0.1803653097944533,0.8681188350442497
192,0.3088517291998819,0.2556914734427377,0.25304992573496626,3.8024519785764,1.3467393439674051,-3.0864761803438086
193,0.23970811415537152,0.17519392622651025,0.31147758291913163,2.8150488984247346,0.66148269959319,0.6116525726822744
194,0.15640113886600876,0.10475218136028386,0.4448650726708349,3.918233920983358,1.8398721097142055,-2.8651189264976757
195,0.08592603891602402,0.10501626808445574,0.6413242707533071,1.5189601154758563,0.5729435261493006,1.5595492246079488
196,0.07512202370914778,0.21545040971315377,0.7997424048879476,2.065573318090065,0.19327001370411523,-0.9699169603192708
197,0.14272539602341205,0.3645963816107743,0.8191065819005998,5.35870275527653,2.4195129060225025,-4.878756102874043
198,0.24833575494136687,0.4575031966238994,0.7350159150008102,2.8291617223693493,-0.732022771443134,1.166889075010502
199,0.34210328357111747,0.4876737154652243,0.6286211213220636,3.620134681369276,0.8622975236152719,-2.249919563782381
200,0.4049957291119814,0.48797728105342125,0.533054966545427,3.3101587818400464,1.0177295018286596,-0.7760716316632639
201,0.4404660837597426,0.48037012586591255,0.45135649450946175,3.4446830681489775,1.2390939855772594,-2.742098021608559
202,0.4578376266674133,0.4727587289677392,0.3808759695367046,3.6202956848146606,1.419103334858379,-0.2527784646276672
203,0.4647345186008164,0.46634331856415834,0.31952887093532634,4.026798871867791,1.6190229723166976,-3.21951008612999
204,0.46566023969915876,0.46010058252562186,0.26600400501099847,2.7147833833208583,0.37245309866545995,0.49964860360381635
205,0.4626071879646486,0.45240448172404496,0.21941095043238357,3.045182836519329,1.1125739616823154,-2.739507560285279
206,0.4558264705517016,0.44123888130671296,0.17919570101941712,4.506144414543305,2.167796227801519,-1.821541016830782
207,0.44421612287190826,0.42381544244565744,0.14532703827179588,3.2091796598285427,0.8920997323744633,-0.9943762389494246
208,0.4252642537786433,0.3958924613288044,0.11890957032629634,4.0712048654248205,1.2379577704572355,-4.891414751396432
209,0.3946091638371291,0.3509709575835237,0.10380829691526755,5.572921124010872,1.9318657214256145,-2.587309139767008
210,0.34547900373243456,0.28020045970939156,0.11067530868193132,3.205755573466078,1.0678948076057964,0.5563528636228696
211,0.2693065051089294,0.17689158041124609,0.16532099357653834,5.282935940806929,2.4131808484584223,-5.1327938021796555
212,0.1624930417261603,0.057855673557024534,0.31623296346068785,2.485238372990148,-0.17623681822773918,-0.5567522913750977
213,0.04952914180723139,0.009422723773369779,0.5951854514841661,4.810445910192146,2.6880687727917145,-4.364470239990059
214,0.006735736949210147,0.1497521126912848,0.8731584781349813,2.4307457113353585,0.24062064959539775,0.05035493023154913
215,0.09265925603397768,0.3895328196057134,0.9236001112346592,3.7366201109327175,1.240342223500397,-3.263652011824419
216,0.24724321082741915,0.5299127966104704,0.7984259974356054,3.435977192077017,0.8102219371059505,0.12742509143615877
217,0.3818662887454083,0.5653422786090792,0.6605289384295319,3.8097433528524913,1.420964861665528,-3.235627790810991
218,0.46931238405852876,0.5640769743396148,0.5550220808465827,2.7272090442592454,1.0321066411249564,1.1744796809208111
219,0.5205519250261987,0.5617300843652168,0.47462407859817585,4.4408998577316705,2.020087665292449,-3.5739143402179288
220,0.5529643411202858,0.5691241822895343,0.4114937117759459,1.8241098490917977,-0.21443755987070645,1.3250716374475502
221,0.579972042167391,0.5889092655321493,0.36361482820642366,1.1324555689496076,0.29734835087718636,-0.24216068504306776
222,0.6105737165171492,0.6223402113234318,0.33339334414057226,3.667934760933484,0.8200791733703401,-3.908181494450403
223,0.6507988151109986,0.6701709140730804,0.3277962342798354,4.789862195078229,1.3393506566948954,-1.2800067378286322
224,0.703843597858242,0.7292596600234653,0.35919326753383574,2.4605755352133905,1.5659126048511691,0.18568033174375387
225,0.7670361398234874,0.7845521505403567,0.4416987984934961,4.614090731895929,1.9296290333066768,-4.200426017979542
226,0.8255903310897801,0.8026389970575266,0.5725460880670548,2.6344086235872304,-0.401835188414303,-0.2704877446854326
227,0.8515933510326399,0.7517153089561082,0.7034673669555216,4.747355699007054,1.867350385493518,-3.705240149938568
228,0.8241090567564745,0.6508271990574785,0.7617556030164805,2.3739304361270452,0.19987407577982452,0.8578176940444777
229,0.7552295185317319,0.5615167281171295,0.7308375197731163,3.3973155083070274,0.5140135651668807,-1.9693016326967694
230,0.6787475745078759,0.5159747635383135,0.6539320324601905,3.6177871730312035,1.8557891700593228,-1.3645156163971457
231,0.6190904085189639,0.5050408717998365,0.5695776636005017,2.7780775446722927,0.8549951581233,-1.4435052639860793
232,0.5827212468790522,0.511510514825757,0.4922000049617283,4.70340960339985,1.5671688803259158,-4.717728781693154
233,0.5665455575249168,0.5259316161850957,0.4247497002215957,3.924278024596565,0.8819473513480034,0.1387908215367304
234,0.5659292074852373,0.546095753288623,0.36788693437872544,3.4667902325428646,1.5921708714792153,-2.188535303810607
235,0.5781525491838898,0.5737683431622518,0.32304982093022444,2.5572359455902465,1.0147938703833699,0.03211041213737076
236,0.6030859492606048,0.6125463029199669,0.2939588065373431,3.4087075070002992,1.844569788287485,-3.322298073843971
237,0.6426429796922657,0.6660218169662153,0.2886695094541152,3.212854797559535,1.0247322259776137,0.17149924607352318
238,0.6989732901571168,0.7336282069357287,0.32203229060193367,3.735590896792095,1.909099601268613,-2.5246248420029893
239,0.7696562379091416,0.8007107912495687,0.41363733325736357,2.2522786933796475,0.8411749117296061,0.7703025831001753
240,0.8384909651125299,0.8271982213955125,0.5664395066044088,3.24532292450772,1.447103438054743,-2.735855708566401
241,0.8710300742579377,0.7687080463537324,0.7245636378327096,3.383355707958705,1.6147068725826177,-0.2613935452610505
242,0.8389822913871272,0.6467013610827925,0.7932095824208614,4.383346655671242,2.029557651990503,-2.6733617845018536
243,0.7571721627186025,0.5420897992497994,0.7528653105035248,2.351330445976396,-0.039374090298926134,1.508050489199313
244,0.6682918306679065,0.49281998929271814,0.6629921447389184,2.467988211974527,0.5046944918066174,-1.0848093108158103
245,0.600760470115507,0.48264099836005986,0.5698569810857232,4.771832911245422,3.2324096914886677,-3.7464313360827894
246,0.5599107751379595,0.48904689759362396,0.4869068670539703,3.121687447079079,0.4317659748569227,-0.936465903500622
247,0.5403020544961543,0.5009043825358,0.41491588201632773,3.7456362951920674,1.6490202518392945,-3.2664085841951156
248,0.5354478965977955,0.5156257679267676,0.35289363279675523,3.161220256425894,0.48280404488357753,-0.6502063653847365
249,0.5413621060395021,0.5347194918757439,0.3005316574305582,3.31752332503728,0.741930218264736,-2.107558393500682
250,0.5570289232853708,0.5616680761046143,0.2588065619570859,4.288548519599524,1.5226843220715018,-1.8680749879670167
