system,model,seed,eps,shots,nrmse,n_features,n_qubits,V,window,readout,n_points
henon,qrc_rich,0,1.0,None,0.004389400700799065,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,0,0.5,None,0.004556100595285643,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,0,0.3,None,0.00484944589705257,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,0,0.2,None,0.005495872896893696,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,0,0.1,None,0.00743729747830355,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,0,0.05,None,0.008921833305820115,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,1,1.0,None,0.004567031618203596,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,1,0.5,None,0.005686759000049542,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,1,0.3,None,0.007130020175867669,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,1,0.2,None,0.008087532170628764,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,1,0.1,None,0.009158277667417215,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,1,0.05,None,0.009780732209141905,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,2,1.0,None,0.004426614544408188,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,2,0.5,None,0.004640539506933374,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,2,0.3,None,0.005066652096869238,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,2,0.2,None,0.005892431549291849,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,2,0.1,None,0.00795209670004734,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,2,0.05,None,0.00939319072443586,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,3,1.0,None,0.004386217051341267,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,3,0.5,None,0.004581810429657245,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,3,0.3,None,0.004919582265090649,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,3,0.2,None,0.005602933704608961,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,3,0.1,None,0.007457563768306281,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,3,0.05,None,0.00887106710527434,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,4,1.0,None,0.004386843810593769,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,4,0.5,None,0.004494259211020774,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,4,0.3,None,0.004722486439150367,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,4,0.2,None,0.0052654998839055224,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,4,0.1,None,0.00708156041456761,96,6,4,5,Z+X+Y+ZZ,1500
henon,qrc_rich,4,0.05,None,0.008562182615351056,96,6,4,5,Z+X+Y+ZZ,1500
henon,esn_matched,0,1.0,None,0.023613693838752677,96,,,5,,1500
henon,esn_matched,0,0.5,None,0.039370157421189385,96,,,5,,1500
henon,esn_matched,0,0.3,None,0.05105533169330228,96,,,5,,1500
henon,esn_matched,0,0.2,None,0.06222158521334414,96,,,5,,1500
henon,esn_matched,0,0.1,None,0.09215769090127732,96,,,5,,1500
henon,esn_matched,0,0.05,None,0.16615188580547113,96,,,5,,1500
henon,esn_matched,1,1.0,None,0.018766710600842573,96,,,5,,1500
henon,esn_matched,1,0.5,None,0.036694041690544285,96,,,5,,1500
henon,esn_matched,1,0.3,None,0.05081630560605181,96,,,5,,1500
henon,esn_matched,1,0.2,None,0.06287149294026873,96,,,5,,1500
henon,esn_matched,1,0.1,None,0.08929313482758088,96,,,5,,1500
henon,esn_matched,1,0.05,None,0.1409171427313569,96,,,5,,1500
henon,esn_matched,2,1.0,None,0.022895870786484283,96,,,5,,1500
henon,esn_matched,2,0.5,None,0.04512508528147384,96,,,5,,1500
henon,esn_matched,2,0.3,None,0.06257025552879551,96,,,5,,1500
henon,esn_matched,2,0.2,None,0.07842532869978439,96,,,5,,1500
henon,esn_matched,2,0.1,None,0.11961595228666833,96,,,5,,1500
henon,esn_matched,2,0.05,None,0.19764307174308307,96,,,5,,1500
henon,esn_matched,3,1.0,None,0.01294139810104277,96,,,5,,1500
henon,esn_matched,3,0.5,None,0.03579268599287861,96,,,5,,1500
henon,esn_matched,3,0.3,None,0.05337808135794798,96,,,5,,1500
henon,esn_matched,3,0.2,None,0.06826598122727023,96,,,5,,1500
henon,esn_matched,3,0.1,None,0.09513209226849355,96,,,5,,1500
henon,esn_matched,3,0.05,None,0.12788226807399714,96,,,5,,1500
henon,esn_matched,4,1.0,None,0.02195355755370327,96,,,5,,1500
henon,esn_matched,4,0.5,None,0.03719385758794153,96,,,5,,1500
henon,esn_matched,4,0.3,None,0.048751058599852765,96,,,5,,1500
henon,esn_matched,4,0.2,None,0.05958829189962316,96,,,5,,1500
henon,esn_matched,4,0.1,None,0.08777926730555094,96,,,5,,1500
henon,esn_matched,4,0.05,None,0.14856421421367044,96,,,5,,1500
henon,elm_matched,0,1.0,None,0.0009013203987858825,96,,,5,,1500
henon,elm_matched,0,0.5,None,0.0017778880082554643,96,,,5,,1500
henon,elm_matched,0,0.3,None,0.002955721768998006,96,,,5,,1500
henon,elm_matched,0,0.2,None,0.00405851112012295,96,,,5,,1500
henon,elm_matched,0,0.1,None,0.006303519078746649,96,,,5,,1500
henon,elm_matched,0,0.05,None,0.012547601087917538,96,,,5,,1500
henon,elm_matched,1,1.0,None,0.0009924495624707235,96,,,5,,1500
henon,elm_matched,1,0.5,None,0.0016730591856829267,96,,,5,,1500
henon,elm_matched,1,0.3,None,0.0024892286096444925,96,,,5,,1500
henon,elm_matched,1,0.2,None,0.0033481510545833627,96,,,5,,1500
henon,elm_matched,1,0.1,None,0.005324470941623886,96,,,5,,1500
henon,elm_matched,1,0.05,None,0.008283597376667435,96,,,5,,1500
henon,elm_matched,2,1.0,None,0.001062053440559153,96,,,5,,1500
henon,elm_matched,2,0.5,None,0.0016038448300116231,96,,,5,,1500
henon,elm_matched,2,0.3,None,0.002159219225198564,96,,,5,,1500
henon,elm_matched,2,0.2,None,0.002706481357417649,96,,,5,,1500
henon,elm_matched,2,0.1,None,0.004126701797370828,96,,,5,,1500
henon,elm_matched,2,0.05,None,0.008187160799651528,96,,,5,,1500
henon,elm_matched,3,1.0,None,0.0010353686496456507,96,,,5,,1500
henon,elm_matched,3,0.5,None,0.0018112533058965495,96,,,5,,1500
henon,elm_matched,3,0.3,None,0.0027319071114208834,96,,,5,,1500
henon,elm_matched,3,0.2,None,0.0036984973159297657,96,,,5,,1500
henon,elm_matched,3,0.1,None,0.005679387500264221,96,,,5,,1500
henon,elm_matched,3,0.05,None,0.008263321345645242,96,,,5,,1500
henon,elm_matched,4,1.0,None,0.000989774291212548,96,,,5,,1500
henon,elm_matched,4,0.5,None,0.0017709817990967552,96,,,5,,1500
henon,elm_matched,4,0.3,None,0.002545491011350141,96,,,5,,1500
henon,elm_matched,4,0.2,None,0.003314004359191659,96,,,5,,1500
henon,elm_matched,4,0.1,None,0.005400437800324512,96,,,5,,1500
henon,elm_matched,4,0.05,None,0.009430385611572488,96,,,5,,1500
henon,ngrc,0,1.0,None,1.5867011999559015e-06,21,,,5,,1500
henon,ngrc,0,0.5,None,4.887219284711745e-06,21,,,5,,1500
henon,ngrc,0,0.3,None,1.1720535813430625e-05,21,,,5,,1500
henon,ngrc,0,0.2,None,2.414848880861443e-05,21,,,5,,1500
henon,ngrc,0,0.1,None,8.803108372909601e-05,21,,,5,,1500
henon,ngrc,0,0.05,None,0.0003464343426854395,21,,,5,,1500
henon,ngrc,1,1.0,None,1.5867011999559015e-06,21,,,5,,1500
