system,ic_index,ic,model,seed,vpt_steps,vpt_lyap,diverged,wasserstein
henon,2,"{'x0': -0.19983371508877457, 'y0': 0.22413206723775714}",elm300,2,18,7.186949975728922,False,0.014181992624966387
henon,2,"{'x0': -0.19983371508877457, 'y0': 0.22413206723775714}",qrc_rich,0,11,4.392024985167675,False,0.013274354696317627
henon,2,"{'x0': -0.19983371508877457, 'y0': 0.22413206723775714}",qrc_rich,1,13,5.1905749824708876,False,0.0103861317209019
henon,2,"{'x0': -0.19983371508877457, 'y0': 0.22413206723775714}",qrc_rich,2,11,4.392024985167675,False,0.012856919188102719
henon,3,"{'x0': -0.4947346954344253, 'y0': 0.19273705102965977}",ngrc,0,33,13.725017906951015,False,0.018344428902934386
henon,3,"{'x0': -0.4947346954344253, 'y0': 0.19273705102965977}",esn300,0,9,3.7431867018957314,False,0.012915023051433727
henon,3,"{'x0': -0.4947346954344253, 'y0': 0.19273705102965977}",esn300,1,9,3.7431867018957314,False,0.015198578602618192
henon,3,"{'x0': -0.4947346954344253, 'y0': 0.19273705102965977}",esn300,2,9,3.7431867018957314,True,21.03856073636367
henon,3,"{'x0': -0.4947346954344253, 'y0': 0.19273705102965977}",elm300,0,15,6.238644503159553,False,0.012527751882948697
henon,3,"{'x0': -0.4947346954344253, 'y0': 0.19273705102965977}",elm300,1,14,5.822734869615583,False,0.02200620865359012
henon,3,"{'x0': -0.4947346954344253, 'y0': 0.19273705102965977}",elm300,2,15,6.238644503159553,False,0.032104446859849235
henon,3,"{'x0': -0.4947346954344253, 'y0': 0.19273705102965977}",qrc_rich,0,9,3.7431867018957314,False,0.017747212589428966
henon,3,"{'x0': -0.4947346954344253, 'y0': 0.19273705102965977}",qrc_rich,1,9,3.7431867018957314,False,0.013361433926189588
henon,3,"{'x0': -0.4947346954344253, 'y0': 0.19273705102965977}",qrc_rich,2,9,3.7431867018957314,False,0.017415685934049106
henon,4,"{'x0': 0.2970694287520462, 'y0': -0.019239028293767533}",ngrc,0,26,11.126081979445964,False,0.009222104209086143
henon,4,"{'x0': 0.2970694287520462, 'y0': -0.019239028293767533}",esn300,0,7,2.9954836098508366,False,0.015017285157801593
henon,4,"{'x0': 0.2970694287520462, 'y0': -0.019239028293767533}",esn300,1,9,3.851336069808218,True,12.248306752127519
henon,4,"{'x0': 0.2970694287520462, 'y0': -0.019239028293767533}",esn300,2,9,3.851336069808218,True,4.194195093262377
henon,4,"{'x0': 0.2970694287520462, 'y0': -0.019239028293767533}",elm300,0,22,9.4143770595312,False,0.02243769727884356
henon,4,"{'x0': 0.2970694287520462, 'y0': -0.019239028293767533}",elm300,1,17,7.274745909637746,False,0.01765786071309111
henon,4,"{'x0': 0.2970694287520462, 'y0': -0.019239028293767533}",elm300,2,14,5.990967219701673,False,0.012133779534323957
henon,4,"{'x0': 0.2970694287520462, 'y0': -0.019239028293767533}",qrc_rich,0,7,2.9954836098508366,False,0.017134526296178405
henon,4,"{'x0': 0.2970694287520462, 'y0': -0.019239028293767533}",qrc_rich,1,7,2.9954836098508366,False,0.014106921046232528
henon,4,"{'x0': 0.2970694287520462, 'y0': -0.019239028293767533}",qrc_rich,2,7,2.9954836098508366,False,0.015976218479214672
henon,5,"{'x0': -0.19696757318068647, 'y0': -0.132944632739536}",ngrc,0,27,11.481708570309742,False,0.025735884568017918
henon,5,"{'x0': -0.19696757318068647, 'y0': -0.132944632739536}",esn300,0,12,5.102981586804329,False,0.029140520606454133
henon,5,"{'x0': -0.19696757318068647, 'y0': -0.132944632739536}",esn300,1,9,3.827236190103247,False,0.03162818968543657
henon,5,"{'x0': -0.19696757318068647, 'y0': -0.132944632739536}",esn300,2,8,3.4019877245362196,False,0.03188029711874662
henon,5,"{'x0': -0.19696757318068647, 'y0': -0.132944632739536}",elm300,0,16,6.803975449072439,False,0.017848052852575014
henon,5,"{'x0': -0.19696757318068647, 'y0': -0.132944632739536}",elm300,1,17,7.229223914639467,False,0.022569217798550305
henon,5,"{'x0': -0.19696757318068647, 'y0': -0.132944632739536}",elm300,2,17,7.229223914639467,False,0.0349705478504704
henon,5,"{'x0': -0.19696757318068647, 'y0': -0.132944632739536}",qrc_rich,0,20,8.504969311340549,False,0.0234746933775089
henon,5,"{'x0': -0.19696757318068647, 'y0': -0.132944632739536}",qrc_rich,1,20,8.504969311340549,False,0.016639238696176874
henon,5,"{'x0': -0.19696757318068647, 'y0': -0.132944632739536}",qrc_rich,2,16,6.803975449072439,False,0.02561255179423482
henon,6,"{'x0': -0.2451304123458754, 'y0': -0.03295421647041206}",ngrc,0,32,13.34242136388467,False,0.008850063429701443
henon,6,"{'x0': -0.2451304123458754, 'y0': -0.03295421647041206}",esn300,0,8,3.3356053409711675,False,0.013234028963685945
henon,6,"{'x0': -0.2451304123458754, 'y0': -0.03295421647041206}",esn300,1,11,4.586457343835355,False,0.01613285026277342
henon,6,"{'x0': -0.2451304123458754, 'y0': -0.03295421647041206}",esn300,2,8,3.3356053409711675,False,0.013949146643114734
henon,6,"{'x0': -0.2451304123458754, 'y0': -0.03295421647041206}",elm300,0,16,6.671210681942335,False,0.007432519860177162
henon,6,"{'x0': -0.2451304123458754, 'y0': -0.03295421647041206}",elm300,1,24,10.006816022913503,False,0.02527138376685798
henon,6,"{'x0': -0.2451304123458754, 'y0': -0.03295421647041206}",elm300,2,25,10.4237666905349,False,0.00818140461313048
henon,6,"{'x0': -0.2451304123458754, 'y0': -0.03295421647041206}",qrc_rich,0,8,3.3356053409711675,False,0.007926924809546121
henon,6,"{'x0': -0.2451304123458754, 'y0': -0.03295421647041206}",qrc_rich,1,12,5.003408011456751,False,0.014019133329589695
henon,6,"{'x0': -0.2451304123458754, 'y0': -0.03295421647041206}",qrc_rich,2,12,5.003408011456751,False,0.02285627580007373
henon,7,"{'x0': 0.0045482589579532995, 'y0': 0.03209841124469548}",ngrc,0,24,9.99678294462262,False,0.014014824986213406
henon,7,"{'x0': 0.0045482589579532995, 'y0': 0.03209841124469548}",esn300,0,6,2.499195736155655,False,0.015280267913181721
henon,7,"{'x0': 0.0045482589579532995, 'y0': 0.03209841124469548}",esn300,1,6,2.499195736155655,True,5.838753970651423
henon,7,"{'x0': 0.0045482589579532995, 'y0': 0.03209841124469548}",esn300,2,6,2.499195736155655,True,21.643826755119
henon,7,"{'x0': 0.0045482589579532995, 'y0': 0.03209841124469548}",elm300,0,15,6.247989340389137,False,0.013293794086790645
henon,7,"{'x0': 0.0045482589579532995, 'y0': 0.03209841124469548}",elm300,1,16,6.664521963081746,False,0.01600998202324085
henon,7,"{'x0': 0.0045482589579532995, 'y0': 0.03209841124469548}",elm300,2,15,6.247989340389137,False,0.010083344110210887
henon,7,"{'x0': 0.0045482589579532995, 'y0': 0.03209841124469548}",qrc_rich,0,9,3.748793604233482,False,0.012571042316288705
henon,7,"{'x0': 0.0045482589579532995, 'y0': 0.03209841124469548}",qrc_rich,1,10,4.165326226926092,False,0.00833713040992757
henon,7,"{'x0': 0.0045482589579532995, 'y0': 0.03209841124469548}",qrc_rich,2,10,4.165326226926092,False,0.011433759941189186
henon,8,"{'x0': 0.4955002834343927, 'y0': 0.17559715152825184}",ngrc,0,32,13.98633121189251,False,0.015298003111431865
henon,8,"{'x0': 0.4955002834343927, 'y0': 0.17559715152825184}",esn300,0,7,3.059509952601487,False,0.010061775856221656
henon,8,"{'x0': 0.4955002834343927, 'y0': 0.17559715152825184}",esn300,1,7,3.059509952601487,False,0.01123702644069063
henon,8,"{'x0': 0.4955002834343927, 'y0': 0.17559715152825184}",esn300,2,7,3.059509952601487,False,0.022310232890720923
henon,8,"{'x0': 0.4955002834343927, 'y0': 0.17559715152825184}",elm300,0,18,7.867311306689537,False,0.02415959422786272
henon,8,"{'x0': 0.4955002834343927, 'y0': 0.17559715152825184}",elm300,1,18,7.867311306689537,False,0.009504814305502913
henon,8,"{'x0': 0.4955002834343927, 'y0': 0.17559715152825184}",elm300,2,21,9.17852985780446,False,0.012761034229074342
henon,8,"{'x0': 0.4955002834343927, 'y0': 0.17559715152825184}",qrc_rich,0,14,6.119019905202974,False,0.010502525694472067
henon,8,"{'x0': 0.4955002834343927, 'y0': 0.17559715152825184}",qrc_rich,1,14,6.119019905202974,False,0.015628861340356733
henon,8,"{'x0': 0.4955002834343927, 'y0': 0.17559715152825184}",qrc_rich,2,14,6.119019905202974,False,0.01835566033340691
henon,9,"{'x0': 0.12217922944116266, 'y0': 0.29337608860913095}",ngrc,0,29,12.163807123167041,False,0.01684971686248537
henon,9,"{'x0': 0.12217922944116266, 'y0': 0.29337608860913095}",esn300,0,8,3.355532999494356,False,0.007408058992168199
henon,9,"{'x0': 0.12217922944116266, 'y0': 0.29337608860913095}",esn300,1,7,2.9360913745575616,False,0.026917559072363238
henon,9,"{'x0': 0.12217922944116266, 'y0': 0.29337608860913095}",esn300,2,7,2.9360913745575616,True,1.5962032408834763
henon,9,"{'x0': 0.12217922944116266, 'y0': 0.29337608860913095}",elm300,0,18,7.549949248862301,False,0.013755006541471947
henon,9,"{'x0': 0.12217922944116266, 'y0': 0.29337608860913095}",elm300,1,16,6.711065998988712,False,0.018258997874838555
henon,9,"{'x0': 0.12217922944116266, 'y0': 0.29337608860913095}",elm300,2,16,6.711065998988712,False,0.02704142180035029
henon,9,"{'x0': 0.12217922944116266, 'y0': 0.29337608860913095}",qrc_rich,0,18,7.549949248862301,False,0.01107407441855192
henon,9,"{'x0': 0.12217922944116266, 'y0': 0.29337608860913095}",qrc_rich,1,14,5.872182749115123,False,0.010202413992275023
henon,9,"{'x0': 0.12217922944116266, 'y0': 0.29337608860913095}",qrc_rich,2,16,6.711065998988712,False,0.009075069135601667
henon,10,"{'x0': -0.28469130176440105, 'y0': -0.20387277968529327}",ngrc,0,45,18.635427764690505,False,0.005642861905561169
henon,10,"{'x0': -0.28469130176440105, 'y0': -0.20387277968529327}",esn300,0,9,3.727085552938101,False,0.007935058410178369
