system,ic_index,ic,model,seed,nrmse,n_features
lorenz,3,"{'s0': (np.float64(-0.24094979963988084), np.float64(1.9796841003703964), np.float64(1.7137740163201216))}",elm300,2,0.000469972140778244,300
lorenz,3,"{'s0': (np.float64(-0.24094979963988084), np.float64(1.9796841003703964), np.float64(1.7137740163201216))}",qrc_rich,0,0.010783887221013365,96
lorenz,3,"{'s0': (np.float64(-0.24094979963988084), np.float64(1.9796841003703964), np.float64(1.7137740163201216))}",qrc_rich,1,0.01734132856103313,96
lorenz,3,"{'s0': (np.float64(-0.24094979963988084), np.float64(1.9796841003703964), np.float64(1.7137740163201216))}",qrc_rich,2,0.012107041337708449,96
lorenz,4,"{'s0': (np.float64(1.210828497995797), np.float64(-0.8609360894164093), np.float64(0.941496355073453))}",ngrc,0,0.001492838793644467,56
lorenz,4,"{'s0': (np.float64(1.210828497995797), np.float64(-0.8609360894164093), np.float64(0.941496355073453))}",esn300,0,0.03335063681073669,300
lorenz,4,"{'s0': (np.float64(1.210828497995797), np.float64(-0.8609360894164093), np.float64(0.941496355073453))}",esn300,1,0.040937564941361845,300
lorenz,4,"{'s0': (np.float64(1.210828497995797), np.float64(-0.8609360894164093), np.float64(0.941496355073453))}",esn300,2,0.039618992455583396,300
lorenz,4,"{'s0': (np.float64(1.210828497995797), np.float64(-0.8609360894164093), np.float64(0.941496355073453))}",elm300,0,0.0004775748041037918,300
lorenz,4,"{'s0': (np.float64(1.210828497995797), np.float64(-0.8609360894164093), np.float64(0.941496355073453))}",elm300,1,0.0004419068499724342,300
lorenz,4,"{'s0': (np.float64(1.210828497995797), np.float64(-0.8609360894164093), np.float64(0.941496355073453))}",elm300,2,0.00041916286463868817,300
lorenz,4,"{'s0': (np.float64(1.210828497995797), np.float64(-0.8609360894164093), np.float64(0.941496355073453))}",qrc_rich,0,0.010242391940203061,96
lorenz,4,"{'s0': (np.float64(1.210828497995797), np.float64(-0.8609360894164093), np.float64(0.941496355073453))}",qrc_rich,1,0.017227296776229292,96
lorenz,4,"{'s0': (np.float64(1.210828497995797), np.float64(-0.8609360894164093), np.float64(0.941496355073453))}",qrc_rich,2,0.011979052344701683,96
lorenz,5,"{'s0': (np.float64(2.3906063889165754), np.float64(-1.6884290945701639), np.float64(0.08476847791956366))}",ngrc,0,0.0016839989121461949,56
lorenz,5,"{'s0': (np.float64(2.3906063889165754), np.float64(-1.6884290945701639), np.float64(0.08476847791956366))}",esn300,0,0.029074435595549696,300
lorenz,5,"{'s0': (np.float64(2.3906063889165754), np.float64(-1.6884290945701639), np.float64(0.08476847791956366))}",esn300,1,0.025440372097642175,300
lorenz,5,"{'s0': (np.float64(2.3906063889165754), np.float64(-1.6884290945701639), np.float64(0.08476847791956366))}",esn300,2,0.028103340036411042,300
lorenz,5,"{'s0': (np.float64(2.3906063889165754), np.float64(-1.6884290945701639), np.float64(0.08476847791956366))}",elm300,0,0.0006268713369560695,300
lorenz,5,"{'s0': (np.float64(2.3906063889165754), np.float64(-1.6884290945701639), np.float64(0.08476847791956366))}",elm300,1,0.0004966817752334263,300
lorenz,5,"{'s0': (np.float64(2.3906063889165754), np.float64(-1.6884290945701639), np.float64(0.08476847791956366))}",elm300,2,0.0005209434569924769,300
lorenz,5,"{'s0': (np.float64(2.3906063889165754), np.float64(-1.6884290945701639), np.float64(0.08476847791956366))}",qrc_rich,0,0.01113688975747137,96
lorenz,5,"{'s0': (np.float64(2.3906063889165754), np.float64(-1.6884290945701639), np.float64(0.08476847791956366))}",qrc_rich,1,0.019541976107649486,96
lorenz,5,"{'s0': (np.float64(2.3906063889165754), np.float64(-1.6884290945701639), np.float64(0.08476847791956366))}",qrc_rich,2,0.013109381229234595,96
lorenz,6,"{'s0': (np.float64(-2.802445479601688), np.float64(-1.5790754795699522), np.float64(-2.6834700755834646))}",ngrc,0,0.0014494074368974475,56
lorenz,6,"{'s0': (np.float64(-2.802445479601688), np.float64(-1.5790754795699522), np.float64(-2.6834700755834646))}",esn300,0,0.026050070548653742,300
lorenz,6,"{'s0': (np.float64(-2.802445479601688), np.float64(-1.5790754795699522), np.float64(-2.6834700755834646))}",esn300,1,0.02147993634228785,300
lorenz,6,"{'s0': (np.float64(-2.802445479601688), np.float64(-1.5790754795699522), np.float64(-2.6834700755834646))}",esn300,2,0.025222288108078587,300
lorenz,6,"{'s0': (np.float64(-2.802445479601688), np.float64(-1.5790754795699522), np.float64(-2.6834700755834646))}",elm300,0,0.000528409164755971,300
lorenz,6,"{'s0': (np.float64(-2.802445479601688), np.float64(-1.5790754795699522), np.float64(-2.6834700755834646))}",elm300,1,0.0004622372705064144,300
lorenz,6,"{'s0': (np.float64(-2.802445479601688), np.float64(-1.5790754795699522), np.float64(-2.6834700755834646))}",elm300,2,0.00043758975354060307,300
lorenz,6,"{'s0': (np.float64(-2.802445479601688), np.float64(-1.5790754795699522), np.float64(-2.6834700755834646))}",qrc_rich,0,0.010195389288680209,96
lorenz,6,"{'s0': (np.float64(-2.802445479601688), np.float64(-1.5790754795699522), np.float64(-2.6834700755834646))}",qrc_rich,1,0.016273504178108106,96
lorenz,6,"{'s0': (np.float64(-2.802445479601688), np.float64(-1.5790754795699522), np.float64(-2.6834700755834646))}",qrc_rich,2,0.011669358086332102,96
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",ngrc,0,0.0018012205464525777,56
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",esn300,0,0.021061400700300527,300
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",esn300,1,0.02226174756131026,300
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",esn300,2,0.023311370434724768,300
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",elm300,0,0.0007075389582718464,300
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",elm300,1,0.000586445810077219,300
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",elm300,2,0.0005832182623725609,300
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",qrc_rich,0,0.01061194478250477,96
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",qrc_rich,1,0.019326163056220966,96
lorenz,7,"{'s0': (np.float64(0.5298177378506375), np.float64(-1.5348929628874064), np.float64(1.542528717643403))}",qrc_rich,2,0.012912246261519322,96
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",ngrc,0,0.0013522119253637094,56
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",esn300,0,0.03996515789196406,300
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",esn300,1,0.029044584932029733,300
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",esn300,2,0.03546077201518078,300
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",elm300,0,0.0005279225489540153,300
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",elm300,1,0.0004261153646251606,300
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",elm300,2,0.0004378618105939767,300
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",qrc_rich,0,0.009846971664577238,96
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",qrc_rich,1,0.01563322521897381,96
lorenz,8,"{'s0': (np.float64(1.3135021732484504), np.float64(0.6261381107400912), np.float64(-4.033519421641026))}",qrc_rich,2,0.011316346388878417,96
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",ngrc,0,0.0014645955846909438,56
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",esn300,0,0.023662566079080398,300
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",esn300,1,0.02399411056560408,300
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",esn300,2,0.028659819047915393,300
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",elm300,0,0.0005796472728845487,300
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",elm300,1,0.00048207794302556733,300
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",elm300,2,0.00047215217066247096,300
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",qrc_rich,0,0.009528587030678624,96
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",qrc_rich,1,0.017131405223926283,96
lorenz,9,"{'s0': (np.float64(-0.0773857916932732), np.float64(0.9029981091978561), np.float64(1.226617972006615))}",qrc_rich,2,0.01136650713121031,96
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",ngrc,0,0.0016133588519920093,56
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",esn300,0,0.040485778179378026,300
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",esn300,1,0.04425526955235173,300
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",esn300,2,0.04343491806774487,300
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",elm300,0,0.000725583331903787,300
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",elm300,1,0.0005876830479478413,300
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",elm300,2,0.0005564799447652855,300
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",qrc_rich,0,0.01070919539283643,96
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",qrc_rich,1,0.01880410611666577,96
lorenz,10,"{'s0': (np.float64(-2.060271531010787), np.float64(0.04449344793213872), np.float64(-0.957038156113279))}",qrc_rich,2,0.012564816540416402,96
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",ngrc,0,0.001575547173536394,56
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",esn300,0,0.06333553178630033,300
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",esn300,1,0.05761981966562171,300
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",esn300,2,0.04475603599872236,300
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",elm300,0,0.0007468772376413589,300
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",elm300,1,0.0006680239650114542,300
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",elm300,2,0.0006101271034605565,300
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",qrc_rich,0,0.010432309252615025,96
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",qrc_rich,1,0.018695054679087865,96
lorenz,11,"{'s0': (np.float64(-0.6176744788511985), np.float64(3.1217972467721573), np.float64(-0.615069350663793))}",qrc_rich,2,0.012532731271837775,96
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",ngrc,0,0.001748844529358052,56
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",esn300,0,0.027294818696518158,300
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",esn300,1,0.025804753325947373,300
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",esn300,2,0.025918838561531612,300
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",elm300,0,0.0006954260345783019,300
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",elm300,1,0.0006157025773775438,300
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",elm300,2,0.000535361451591722,300
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",qrc_rich,0,0.010358129014008947,96
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",qrc_rich,1,0.016986285887040823,96
lorenz,12,"{'s0': (np.float64(0.9349565901089588), np.float64(2.7687797347663476), np.float64(-0.16720086548660396))}",qrc_rich,2,0.01184826131110062,96
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",ngrc,0,0.0018300251491826858,56
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",esn300,0,0.03280053762641139,300
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",esn300,1,0.025278442587053206,300
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",esn300,2,0.031027244786695298,300
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",elm300,0,0.0007898078336391789,300
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",elm300,1,0.0005905663343131323,300
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",elm300,2,0.0006280726884966471,300
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",qrc_rich,0,0.01272475021245612,96
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",qrc_rich,1,0.02220622103853274,96
lorenz,13,"{'s0': (np.float64(0.7765961008316807), np.float64(1.2209282864989612), np.float64(1.1275635485101239))}",qrc_rich,2,0.015087066668561081,96
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",ngrc,0,0.0016449046370290486,56
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",esn300,0,0.03378584763239757,300
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",esn300,1,0.031085633948911385,300
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",esn300,2,0.02038035769053996,300
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",elm300,0,0.0007218100340196882,300
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",elm300,1,0.0006043588700604452,300
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",elm300,2,0.000599530188269977,300
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",qrc_rich,0,0.011030839320615632,96
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",qrc_rich,1,0.018849553051677667,96
lorenz,14,"{'s0': (np.float64(-1.4501116528353868), np.float64(1.1522804607540162), np.float64(3.717646843483075))}",qrc_rich,2,0.013202095459884754,96
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",ngrc,0,0.0020522789851593346,56
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",esn300,0,0.045194650706930496,300
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",esn300,1,0.03547781601745695,300
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",esn300,2,0.04127869182586505,300
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",elm300,0,0.0008746725708506265,300
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",elm300,1,0.000700787084486419,300
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",elm300,2,0.0007072149977678843,300
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",qrc_rich,0,0.011350531659094746,96
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",qrc_rich,1,0.020742836364668338,96
lorenz,15,"{'s0': (np.float64(-2.0942893562569647), np.float64(2.7187653760431965), np.float64(1.2387080513931625))}",qrc_rich,2,0.01396700734833661,96
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",ngrc,0,0.00149051125778233,56
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",esn300,0,0.04108606768847453,300
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",esn300,1,0.03998032500278276,300
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",esn300,2,0.029859559230022873,300
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",elm300,0,0.0005756429156450254,300
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",elm300,1,0.00043689304641346573,300
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",elm300,2,0.00041344950084407333,300
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",qrc_rich,0,0.010572905011158942,96
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",qrc_rich,1,0.01643273520874683,96
lorenz,16,"{'s0': (np.float64(-0.2829407882144428), np.float64(5.000833092684846), np.float64(2.5245194241694238))}",qrc_rich,2,0.011776856607741734,96
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",ngrc,0,0.0017222081567370724,56
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",esn300,0,0.04499175662525563,300
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",esn300,1,0.035118810067525624,300
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",esn300,2,0.023745344824676915,300
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",elm300,0,0.000695743206555064,300
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",elm300,1,0.0005991412993854002,300
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",elm300,2,0.0005639084065839428,300
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",qrc_rich,0,0.01032342351429586,96
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",qrc_rich,1,0.01864547701614137,96
lorenz,17,"{'s0': (np.float64(-1.3985778042104466), np.float64(1.149032457542927), np.float64(2.1533791673403706))}",qrc_rich,2,0.012333221589367904,96
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",ngrc,0,0.0016497384503352472,56
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",esn300,0,0.04203237924521462,300
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",esn300,1,0.03789538193246576,300
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",esn300,2,0.03518594479274194,300
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",elm300,0,0.0006336154359018986,300
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",elm300,1,0.0004914127433729274,300
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",elm300,2,0.0005027113022549332,300
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",qrc_rich,0,0.01147569473498192,96
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",qrc_rich,1,0.019580384519730626,96
lorenz,18,"{'s0': (np.float64(0.6224357492985013), np.float64(2.365820534390412), np.float64(0.8669653597011688))}",qrc_rich,2,0.013560914301473135,96
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",ngrc,0,0.0014912836299352983,56
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",esn300,0,0.035543004428680136,300
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",esn300,1,0.035937489210844394,300
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",esn300,2,0.03493814533591869,300
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",elm300,0,0.0006444648362231743,300
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",elm300,1,0.0004758152358320204,300
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",elm300,2,0.0004730184199547031,300
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",qrc_rich,0,0.010836203976543854,96
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",qrc_rich,1,0.018598351033759404,96
lorenz,19,"{'s0': (np.float64(2.334495121668656), np.float64(3.877045183312304), np.float64(-0.3513245020113056))}",qrc_rich,2,0.012758774593362315,96
mackeyglass,0,{'x0': 1.1750572799628},ngrc,0,0.0023746916007301466,21
mackeyglass,0,{'x0': 1.1750572799628},esn300,0,0.006800048074695759,300
mackeyglass,0,{'x0': 1.1750572799628},esn300,1,0.007730515483109981,300
mackeyglass,0,{'x0': 1.1750572799628},esn300,2,0.007712157403619513,300
mackeyglass,0,{'x0': 1.1750572799628},elm300,0,0.0017912975183187831,300
mackeyglass,0,{'x0': 1.1750572799628},elm300,1,0.0017721976568397465,300
mackeyglass,0,{'x0': 1.1750572799628},elm300,2,0.001755251574489611,300
mackeyglass,0,{'x0': 1.1750572799628},qrc_rich,0,0.004578487900196232,96
mackeyglass,0,{'x0': 1.1750572799628},qrc_rich,1,0.004859083896695438,96
mackeyglass,0,{'x0': 1.1750572799628},qrc_rich,2,0.004451910413955021,96
mackeyglass,1,{'x0': 1.3383282805817451},ngrc,0,0.0023284259730694343,21
mackeyglass,1,{'x0': 1.3383282805817451},esn300,0,0.006166604396215078,300
mackeyglass,1,{'x0': 1.3383282805817451},esn300,1,0.007256195157809254,300
mackeyglass,1,{'x0': 1.3383282805817451},esn300,2,0.007326107508073755,300
mackeyglass,1,{'x0': 1.3383282805817451},elm300,0,0.0017817214262874567,300
mackeyglass,1,{'x0': 1.3383282805817451},elm300,1,0.0017313777633444277,300
mackeyglass,1,{'x0': 1.3383282805817451},elm300,2,0.0017184157651383425,300
mackeyglass,1,{'x0': 1.3383282805817451},qrc_rich,0,0.004607414349929263,96
mackeyglass,1,{'x0': 1.3383282805817451},qrc_rich,1,0.004944363920354432,96
mackeyglass,1,{'x0': 1.3383282805817451},qrc_rich,2,0.004476157516418154,96
mackeyglass,2,{'x0': 1.265411414147116},ngrc,0,0.002043476870159275,21
mackeyglass,2,{'x0': 1.265411414147116},esn300,0,0.005957881467988876,300
mackeyglass,2,{'x0': 1.265411414147116},esn300,1,0.006870288281913129,300
mackeyglass,2,{'x0': 1.265411414147116},esn300,2,0.006854290803552901,300
mackeyglass,2,{'x0': 1.265411414147116},elm300,0,0.0015249001547081964,300
mackeyglass,2,{'x0': 1.265411414147116},elm300,1,0.0014932031429795375,300
mackeyglass,2,{'x0': 1.265411414147116},elm300,2,0.0015038278094209653,300
mackeyglass,2,{'x0': 1.265411414147116},qrc_rich,0,0.00401770394852124,96
mackeyglass,2,{'x0': 1.265411414147116},qrc_rich,1,0.004244726829754351,96
mackeyglass,2,{'x0': 1.265411414147116},qrc_rich,2,0.00409735376895009,96
mackeyglass,3,{'x0': 0.9351243139943551},ngrc,0,0.0018438605429201978,21
mackeyglass,3,{'x0': 0.9351243139943551},esn300,0,0.005702298612790926,300
mackeyglass,3,{'x0': 0.9351243139943551},esn300,1,0.006549857775625469,300
mackeyglass,3,{'x0': 0.9351243139943551},esn300,2,0.006405083516608959,300
