step,true
313,0.31854602101712404
314,0.6381288863912629
315,0.7720965440495201
316,0.6733882558721755
317,0.8694100054175171
318,0.46203819108955274
319,0.9976360456076155
320,0.002661921898720279
321,0.1481701621446799
322,0.2944515156945888
323,0.6324164477538906
324,0.770308436727383
325,0.6751179210908235
326,0.8667435200277722
327,0.4695417416414877
328,0.9987966801035162
329,0.0007911905837776243
330,0.1418129625342302
331,0.27762558375827984
332,0.6044550535440291
333,0.7885185034049841
334,0.6305912791526822
335,0.9202174761776435
336,0.30638533063066203
337,0.8812807953008691
338,0.3202248343303059
339,0.8883274905433215
340,0.3050743483313211
341,0.8698686561759449
342,0.3503374868784461
343,0.9209137314902048
344,0.22022370909581498
345,0.734045445528676
346,0.6163520964785894
347,0.9162329726252793
348,0.3139815273199642
349,0.890534465883918
350,0.2970828786248725
351,0.8590169770598148
352,0.37608279165541253
353,0.9432965389572219
354,0.15905483743051385
355,0.6038180849645735
356,0.7534118781085224
357,0.697946118172879
358,0.8315547935143615
359,0.5637949412701804
360,0.9785277753880882
361,0.0996620175460289
362,0.4557838268295293
363,0.7647693810537501
364,0.632649500456502
365,0.9111864205992382
366,0.33373886008685305
367,0.9142629151318382
368,0.23502342461982814
369,0.7611576470629656
370,0.5731634888975586
371,0.9529674365168426
372,0.18730292280469513
373,0.6732895421912258
374,0.6940928370419861
375,0.8128639363099106
376,0.6054592124942052
377,0.9483516851734135
378,0.2118118201469625
379,0.7250336000499511
380,0.6284942263248275
381,0.903083090549217
382,0.3559847230938086
383,0.9369082010948137
384,0.17305404198607827
385,0.6356066772908333
386,0.7308797872133288
387,0.7461849786612071
388,0.748873951163856
389,0.7487431271951467
390,0.7497807706318591
391,0.7479063379546568
392,0.7515271535236694
393,0.7445492248378838
394,0.7579155481800959
395,0.731993771735256
396,0.7810496293383062
397,0.6839622548478943
398,0.8587393912173912
399,0.49285543459590814
400,0.9999146060244831
401,0.0038060539869200828
402,0.15294237072033878
403,0.3068141512321751
404,0.6516991364583663
405,0.7547164565000284
406,0.7099582828800857
407,0.8145987590418998
408,0.6063497341465038
409,0.9482113205707824
410,0.2125272668019618
411,0.7264777744757421
412,0.6263977703473227
413,0.9053954070716985
414,0.34870007046517143
415,0.9297806103279237
416,0.1928700433059387
417,0.678779092855024
418,0.6889326655581429
419,0.8215032287261518
420,0.5844296901762891
421,0.9648979679503539
422,0.1516696288633538
423,0.5919521149559971
424,0.7593200481810151
425,0.6836365320308855
426,0.8526439052117293
427,0.5081837740521258
428,0.9982790022157928
429,0.014223437209671914
430,0.1892477492072746
431,0.39603932993234775
432,0.7589738509052483
433,0.6254994896534949
434,0.9159397318409639
435,0.3175946795638523
436,0.8952715892988512
437,0.28491614761195294
438,0.8420306713744373
439,0.41479200690605644
440,0.9678159095231031
441,0.09108144886665129
442,0.42756828626734533
443,0.7499507181704054
444,0.651252580137046
445,0.8881345179575046
446,0.4049159987786241
447,0.9751107740369044
448,0.06360967892646557
449,0.34616363677630924
450,0.6744324185123095
451,0.7403468275444356
452,0.7420144760738867
453,0.7589358855118932
454,0.7293618145859047
455,0.7856603777913359
456,0.6738924128528424
457,0.8728605069793745
458,0.4530755471463956
459,0.9958009735842963
460,0.00647039287811232
461,0.1611931619367646
462,0.3280093722255008
463,0.6822325809656372
464,0.7250669230000071
465,0.7695672966981632
466,0.7043335814060816
467,0.827305578323907
468,0.575665733571471
469,0.9715192660993067
470,0.1269488128487751
471,0.5296851093390864
472,0.7780059714159491
473,0.6293123450100695
474,0.9182329806147236
475,0.31192673474393734
476,0.8883487467189018
477,0.302526155536919
478,0.866253366819355
479,0.35904259041118985
480,0.9290291784655177
481,0.19827111584934584
482,0.6904159486994051
483,0.6753604005848362
484,0.8424754520891995
485,0.5308424628419116
486,0.9924320302795907
487,0.04166579123380349
488,0.2807050458785108
489,0.5793308825073258
490,0.805564918016887
491,0.5870732752362139
492,0.958536304604738
493,0.17339235669447398
494,0.6428922823991818
495,0.7238353569946102
496,0.7597245582838402
497,0.7224563639983009
498,0.7969552508284176
499,0.6484438642217648
500,0.905203914491837
501,0.3558665403146165
502,0.9374205918616774
503,0.17142292683080512
504,0.63190548128218
505,0.7338750937335118
506,0.7401392479249657
507,0.7602009997164749
508,0.7264683844701632
509,0.7907149651398733
510,0.6626758763105355
511,0.8877104323279408
512,0.40951411453573555
513,0.9781136339004469
514,0.05478952021202043
515,0.31907977773328916
516,0.6388826549994551
517,0.7715213680501148
518,0.6747245131480951
519,0.8675937567956559
520,0.4672021192346232
521,0.9984836955647467
522,0.0012017652346959559
523,0.1431928643941184
524,0.28130378637217657
525,0.6107377121987891
526,0.7848838010805245
527,0.6398788928047303
528,0.9102845005993665
529,0.33854569824228115
530,0.9197109028669501
531,0.22028680672547893
532,0.7338120238919249
533,0.6167582279962084
534,0.9158306015533099
535,0.3152955199064424
536,0.8921793104946184
537,0.2928943299088051
538,0.8532930858047236
539,0.38933086878894146
540,0.9529227935255313
541,0.13229720641985002
542,0.538378478447204
543,0.7776337786442699
544,0.6326547321102008
545,0.9150408556816474
546,0.3224009752915202
547,0.9012754898953781
548,0.2693330377375702
549,0.8187073726423681
550,0.46491290882123015
551,0.9832240252450958
552,0.05390261687859996
553,0.3177680918118667
554,0.6368896829153253
555,0.7730631685852153
556,0.6711455112227757
557,0.872429996233709
558,0.4533932498670772
559,0.9957833960724858
560,0.006627822114585481
561,0.161746736461366
562,0.32940758427078176
563,0.684136497836686
564,0.7230199773552999
565,0.7733890694871173
566,0.6963522825761826
567,0.8397720500025682
568,0.5436996058659648
569,0.9883993038939624
570,0.05961921159829784
571,0.33755819226447087
572,0.6633500112937533
573,0.7509874750668211
574,0.7201445181831487
575,0.7979599814623509
576,0.6456265810298524
577,0.9084256739327945
578,0.345688501982444
579,0.927345250152233
580,0.1994006402827475
581,0.6923651150136607
582,0.6730596943058891
583,0.84589277339516
584,0.5217855177025511
585,0.9950160676029199
586,0.029855062751001946
587,0.24202466016202337
588,0.5090585295142557
589,0.8150534972695288
590,0.5450620570526021
591,0.9805729737669063
592,0.08705234676351875
593,0.4194735400687764
594,0.7441768042010122
595,0.6589450659347741
596,0.877984284199649
597,0.4349004922534734
598,0.9897517094575614
599,0.022265161898714407
600,0.21456288231731566
601,0.45290270630029067
602,0.7982506817185301
603,0.5648382272438879
604,0.9680730664182194
605,0.13523781027351275
606,0.5506833576798104
607,0.7747929470936287
608,0.6419187812251728
609,0.9052323723027434
610,0.35382690366167185
611,0.9352758170766349
612,0.17747764504911742
613,0.6454756344156527
614,0.7224358371098375
615,0.762712936054764
616,0.7164953694531306
617,0.8071229929318603
618,0.6248301254506914
619,0.9309734947829386
620,0.2720522197193569
621,0.8321261206662248
622,0.4346784739367789
623,0.975886964203162
624,0.06990818147599231
625,0.36603952160479947
626,0.6971269995312951
627,0.7164883880847003
628,0.7874579210303874
629,0.6663711476166053
630,0.8824401120820184
631,0.4250694115988057
632,0.9859990964244283
633,0.03236472553215453
634,0.24778706825129942
635,0.520431555024352
636,0.8157669245742808
637,0.5468742568451891
638,0.9802200448023587
639,0.08880433852696266
640,0.4245659813179565
641,0.7476291203253586
642,0.654450040124487
643,0.8839904466354693
644,0.41726403552133673
645,0.9819306264029277
646,0.04405639554937169
647,0.28541926025979963
648,0.5874482990195814
649,0.8022643882576427
650,0.5966375386450145
651,0.9514111798061734
652,0.1993589894270013
653,0.6994945529541671
654,0.6631607609865151
655,0.8597865378191146
656,0.4839381571658096
657,0.9993423438985498
658,0.003168949257083744
659,0.15049510789462184
660,0.3004796582274752
661,0.6419549862253414
662,0.7629021780382518
663,0.691998063051816
664,0.8426092970996633
665,0.5355076382214595
666,0.9914400302955583
667,0.0465436508304445
668,0.2964112409997967
669,0.6048312329004614
670,0.79387845447594
671,0.6196148791725401
672,0.9314795109566337
673,0.2689333528825464
674,0.8271012996682658
675,0.4455209673282481
676,0.9792071444259272
677,0.06186129099403781
678,0.3418895083730332
679,0.6690643978587778
680,0.7455789361544594
681,0.7313865181831815
682,0.7783462298343423
683,0.6891505332533079
684,0.8510819977016794
685,0.5137479252376431
686,0.997464283911154
687,0.018784005269247606
688,0.20486750427419936
689,0.43154658053790224
690,0.7861582003396417
691,0.5835367478656087
692,0.9548168979560486
693,0.18443386778879914
694,0.6673437933098987
695,0.7003866096858591
696,0.8022935611319245
697,0.6304563610685204
698,0.9244738948271595
699,0.29354140761651615
700,0.8639501669863633
701,0.3623311526657615
702,0.9316725340585008
703,0.19115485684637926
704,0.6755359330664201
705,0.6924794571138446
706,0.8157445951324894
707,0.5985387517129757
708,0.9541576678286808
709,0.19106918373523685
710,0.6820905754887634
711,0.6841677857408158
712,0.828784126342632
713,0.5661668967521643
714,0.9766315600866683
715,0.10682747605804188
716,0.47568963872140224
717,0.7721277362475774
718,0.6245962109017805
719,0.9206799990275509
720,0.30320180896366067
721,0.8769175573595016
722,0.3310433290660848
723,0.9007030504037004
724,0.2735601176967056
725,0.8255227834391942
726,0.45057170994923645
727,0.9806950261010919
728,0.05828716140179888
729,0.33101821189455943
730,0.6550831310496875
731,0.7583158747066518
732,0.7044205416810758
733,0.8238043031889594
734,0.5837970300961397
735,0.9659590336855369
736,0.14796076190138996
737,0.5829095139774721
738,0.7637212315524295
739,0.6727534326710667
740,0.8676738112835022
741,0.4664013525306311
742,0.9983042836381243
743,0.0015989144430512729
744,0.1445634975686404
745,0.28494058443072373
746,0.6168562774905512
747,0.7810887570882931
748,0.6493428928977604
749,0.8995000885288492
750,0.37247692030844326
751,0.9521364181906119
752,0.12977643358551594
753,0.531441346198953
754,0.7784985430683486
755,0.6288657941130231
756,0.9187862519702286
757,0.310143709065269
758,0.8860729456005958
759,0.3082643529487785
760,0.8736606067495165
761,0.34126163014985517
762,0.9118816518452674
763,0.2442850455949053
764,0.7778607422560536
765,0.5439789966553863
766,0.9697427616905804
767,0.12340082551897243
768,0.5195712592999246
769,0.7785602337510554
770,0.6251827322591894
771,0.9220947835591522
772,0.29913175538360437
773,0.8714806012548665
774,0.3443023574586504
775,0.9147005461069502
776,0.2369007095192541
777,0.764869006023559
778,0.5667972691425146
779,0.9571672086480058
780,0.17177593751959203
781,0.6386653732887
782,0.7275425921604551
783,0.7525256255272874
784,0.7366544291068923
785,0.7716883108086133
786,0.703734079124172
787,0.8288080062214437
788,0.57198095027643
789,0.9738577905193012
790,0.11796598883723408
791,0.5059548705006457
792,0.7779520957451774
793,0.6222996372538101
794,0.9244199876954707
795,0.29125735602784697
796,0.8605012748317866
797,0.3705355389497659
798,0.9386187923154816
799,0.1720849151823285
