step,true
0,0.45500634494441883
1,0.43763702723065245
2,0.41188414427456943
3,0.3725376409683355
4,0.31340142821799216
5,0.23068071384730696
6,0.13522653138483365
7,0.07124786076264616
8,0.0964669445311832
9,0.20388333390882354
10,0.32574328840093997
11,0.41692398839289285
12,0.47263152883444454
13,0.5041877751262903
14,0.5234941048633256
15,0.53910990148512
16,0.5569340299207579
17,0.5818134198995215
18,0.6188410775854597
19,0.6736229146287019
20,0.7496081963904121
21,0.8382710635793169
22,0.9033759978348758
23,0.8927546247099605
24,0.8024862184095859
25,0.6887531208348147
26,0.598344898808699
27,0.5414297320235685
28,0.509758542534453
29,0.49263782152177826
30,0.48216631430214085
31,0.4733254906219884
32,0.46273331803985374
33,0.4473904694707596
34,0.423636064292533
35,0.3862844700228228
36,0.3283536036522996
37,0.2436459723041059
38,0.13872640099948044
39,0.057464863247856476
40,0.07177926775612857
41,0.1866146346718456
42,0.32393650642115474
43,0.42752377245700873
44,0.4910667985170526
45,0.5280858052527116
46,0.5527371652388293
47,0.5752632755462983
48,0.6028261888904537
49,0.641044790412908
50,0.6942505721168045
51,0.7625588953454333
52,0.8338079715194183
53,0.8763535673820958
54,0.8568836510968745
55,0.7812569675018176
56,0.6910439273117719
57,0.6191551896883951
58,0.5740660295638742
59,0.5510778261470558
60,0.5433131298653912
61,0.5460970896422833
62,0.5576840593092848
63,0.5789418865779375
64,0.6130002963983259
65,0.6646486096304246
66,0.7377151834520432
67,0.8262214604109649
68,0.898241451614991
69,0.9003764753591361
70,0.8183164882133673
71,0.7037838529530501
72,0.6084986221612482
73,0.5470307248179574
74,0.512388835111396
75,0.4936501948498876
76,0.4824040118022327
77,0.4732445039344318
78,0.46257405196205065
79,0.44730653296288103
80,0.423782042985703
81,0.38688280148048887
82,0.3297383880559541
83,0.24618339763119418
84,0.1422720466727788
85,0.060253706015426074
86,0.07120329212806299
87,0.18289231164564018
88,0.3193904883606837
89,0.42348286505196414
90,0.48764148528946166
91,0.5249199553324748
92,0.5493981385874444
93,0.5713321441598239
94,0.5978926420761098
95,0.6347436816494436
96,0.6864966113216528
97,0.7542118930528816
98,0.8276749574596844
99,0.8766494430530295
100,0.8647357311969939
101,0.7920653318795763
102,0.6996050876711019
103,0.6236474658717125
104,0.5749894264498956
105,0.5494023654389522
106,0.5396457222466331
