phase,system,model,seed,tau,gamma,beta,val_nrmse,test_nrmse,n_features
confirm5,lorenz,dqrc5,3,4.0,0.2,1e-12,0.005214668957640291,0.007496459153928335,60
confirm5,lorenz,dqrc5,4,10.0,0.2,1e-12,0.005160171317626374,0.007616873012016725,60
confirm5,mackeyglass,dqrc5,0,10.0,0.2,1e-12,0.0021825533328633244,0.002552836844018538,60
confirm5,mackeyglass,dqrc5,1,4.0,0.1,1e-12,0.0031346000547868187,0.0036283305966276725,60
confirm5,mackeyglass,dqrc5,2,10.0,0.2,1e-12,0.002156362878291697,0.0024359093342507378,60
confirm5,mackeyglass,dqrc5,3,1.0,0.2,1e-12,0.003157532791936594,0.0034901418710657677,60
confirm5,mackeyglass,dqrc5,4,10.0,0.2,1e-12,0.002529846204375056,0.002855964459702241,60
grid4,henon,dqrc4,0,1.0,0.3,1e-12,0.02365128059229503,0.019391498606051036,48
grid4,henon,dqrc4,0,1.0,0.5,1e-12,0.031765362291397085,0.030157017915436773,48
grid4,henon,dqrc4,0,4.0,0.3,1e-12,0.01886158159016228,0.014951573759310312,48
grid4,henon,dqrc4,0,4.0,0.5,1e-12,0.018221532242691647,0.014225618462022594,48
grid4,henon,dqrc4,0,10.0,0.3,1e-12,0.010268794443150493,0.00867544205517694,48
grid4,henon,dqrc4,0,10.0,0.5,1e-12,0.01766576457947983,0.014164965878309017,48
grid4,henon,dqrc4,1,1.0,0.3,1e-12,0.024928206876203323,0.02087350512055443,48
grid4,henon,dqrc4,1,1.0,0.5,1e-12,0.027077663003077797,0.024486498665839133,48
grid4,henon,dqrc4,1,4.0,0.3,1e-12,0.013677773692949731,0.012411080572955714,48
grid4,henon,dqrc4,1,4.0,0.5,1e-12,0.016486860875499266,0.013713126207967326,48
grid4,henon,dqrc4,1,10.0,0.3,1e-12,0.011309382224272668,0.009417809354485236,48
grid4,henon,dqrc4,1,10.0,0.5,1e-12,0.017166991291835777,0.01366489224847822,48
grid4,henon,dqrc4,2,1.0,0.3,1e-12,0.021353511676915026,0.021101688892128982,48
grid4,henon,dqrc4,2,1.0,0.5,1e-12,0.05168739667472543,0.050249204821774335,48
grid4,henon,dqrc4,2,4.0,0.3,1e-12,0.015060061440121576,0.0127730547892139,48
grid4,henon,dqrc4,2,4.0,0.5,1e-12,0.018190625469509412,0.013868259808615602,48
grid4,henon,dqrc4,2,10.0,0.3,1e-12,0.010314428940822597,0.008939737151617522,48
grid4,henon,dqrc4,2,10.0,0.5,1e-12,0.012701207760007006,0.010625577625095013,48
grid4,henon,dqrc4,3,1.0,0.3,1e-12,0.021254390920315426,0.01669629066878838,48
grid4,henon,dqrc4,3,1.0,0.5,1e-09,0.0315285823692128,0.024550172104012443,48
grid4,henon,dqrc4,3,4.0,0.3,1e-12,0.013973500946735752,0.011577079317590546,48
grid4,henon,dqrc4,3,4.0,0.5,1e-12,0.02085444183404122,0.017175265542492116,48
grid4,henon,dqrc4,3,10.0,0.3,1e-12,0.012072677332425771,0.010209518856765416,48
grid4,henon,dqrc4,3,10.0,0.5,1e-12,0.019092182683627966,0.015570410557755078,48
grid4,henon,dqrc4,4,1.0,0.3,1e-12,0.019586210117684317,0.01605256998755271,48
grid4,henon,dqrc4,4,1.0,0.5,1e-12,0.02321900527059986,0.01998672431396141,48
grid4,henon,dqrc4,4,4.0,0.3,1e-12,0.017777210908401973,0.015297734443602426,48
grid4,henon,dqrc4,4,4.0,0.5,1e-12,0.02084326211828317,0.017069613705878447,48
grid4,henon,dqrc4,4,10.0,0.3,1e-12,0.012025227225711827,0.00937688703844934,48
grid4,henon,dqrc4,4,10.0,0.5,1e-12,0.016665123999495476,0.013889813978359637,48
grid4,lorenz,dqrc4,0,1.0,0.3,1e-12,0.020598147644245415,0.025206891674023624,48
grid4,lorenz,dqrc4,0,1.0,0.5,1e-12,0.025959710815611815,0.032747436750777174,48
grid4,lorenz,dqrc4,0,4.0,0.3,1e-12,0.007520795916457545,0.010386241367783015,48
grid4,lorenz,dqrc4,0,4.0,0.5,1e-12,0.009973910655781753,0.013035878009489875,48
grid4,lorenz,dqrc4,0,10.0,0.3,1e-12,0.008236605635442597,0.01078149333345949,48
grid4,lorenz,dqrc4,0,10.0,0.5,1e-12,0.01493286975420492,0.020435778257653713,48
grid4,lorenz,dqrc4,1,1.0,0.3,1e-12,0.013425063102107405,0.01640715265457662,48
grid4,lorenz,dqrc4,1,1.0,0.5,1e-12,0.022557473335238235,0.027186690144285586,48
grid4,lorenz,dqrc4,1,4.0,0.3,1e-12,0.006105294079260249,0.009727627593123702,48
grid4,lorenz,dqrc4,1,4.0,0.5,1e-12,0.00919953531447208,0.01199221123930648,48
grid4,lorenz,dqrc4,1,10.0,0.3,1e-12,0.005571244195144944,0.007196179829621032,48
grid4,lorenz,dqrc4,1,10.0,0.5,1e-12,0.010529333942608847,0.013349691636360586,48
grid4,lorenz,dqrc4,2,1.0,0.3,1e-12,0.018779435021751147,0.027248315020936238,48
grid4,lorenz,dqrc4,2,1.0,0.5,1e-09,0.028241171046811692,0.03554954969415972,48
grid4,lorenz,dqrc4,2,4.0,0.3,1e-12,0.009052128872097736,0.01283148838058998,48
grid4,lorenz,dqrc4,2,4.0,0.5,1e-12,0.02002574794884553,0.0294854493533239,48
grid4,lorenz,dqrc4,2,10.0,0.3,1e-12,0.006164925891496072,0.008352763873613712,48
grid4,lorenz,dqrc4,2,10.0,0.5,1e-12,0.012313017430626943,0.017176613035697414,48
grid4,lorenz,dqrc4,3,1.0,0.3,1e-12,0.008102250755155256,0.011484881104771824,48
grid4,lorenz,dqrc4,3,1.0,0.5,1e-12,0.021983059486126603,0.026359636280720293,48
grid4,lorenz,dqrc4,3,4.0,0.3,1e-12,0.006453141431701821,0.00818956104978461,48
grid4,lorenz,dqrc4,3,4.0,0.5,1e-12,0.009962358925799294,0.01158019281349692,48
grid4,lorenz,dqrc4,3,10.0,0.3,1e-12,0.007868390949313277,0.010401703079705388,48
grid4,lorenz,dqrc4,3,10.0,0.5,1e-12,0.020997781662265246,0.028090078855581548,48
grid4,lorenz,dqrc4,4,1.0,0.3,1e-12,0.015833246852383423,0.02024659600366871,48
grid4,lorenz,dqrc4,4,1.0,0.5,1e-12,0.020489196649159186,0.025950592291809963,48
grid4,lorenz,dqrc4,4,4.0,0.3,1e-12,0.00854153588421374,0.011711346527670197,48
grid4,lorenz,dqrc4,4,4.0,0.5,1e-12,0.009853075859735255,0.012664524508823499,48
grid4,lorenz,dqrc4,4,10.0,0.3,1e-12,0.006195174581224919,0.00815275985420674,48
grid4,lorenz,dqrc4,4,10.0,0.5,1e-12,0.014048583731050217,0.016681895724635302,48
grid4,mackeyglass,dqrc4,0,1.0,0.3,1e-12,0.009307053363896806,0.009855474368630048,48
grid4,mackeyglass,dqrc4,0,1.0,0.5,1e-12,0.011826841238422496,0.012131178968534337,48
grid4,mackeyglass,dqrc4,0,4.0,0.3,1e-12,0.0039001398368442696,0.004187296675386708,48
grid4,mackeyglass,dqrc4,0,4.0,0.5,1e-12,0.007400366194810772,0.008626726996293075,48
grid4,mackeyglass,dqrc4,0,10.0,0.3,1e-12,0.004112718604234506,0.004470785390649969,48
grid4,mackeyglass,dqrc4,0,10.0,0.5,1e-12,0.008778358774499685,0.009348314739642642,48
grid4,mackeyglass,dqrc4,1,1.0,0.3,1e-12,0.009588669905342816,0.010221599896877454,48
grid4,mackeyglass,dqrc4,1,1.0,0.5,1e-09,0.02486706423931632,0.02439640245699075,48
grid4,mackeyglass,dqrc4,1,4.0,0.3,1e-12,0.004216813626585844,0.0045297665045567264,48
grid4,mackeyglass,dqrc4,1,4.0,0.5,1e-12,0.00828616809886169,0.008835076697518799,48
grid4,mackeyglass,dqrc4,1,10.0,0.3,1e-12,0.0029780893106246997,0.003305176302450554,48
grid4,mackeyglass,dqrc4,1,10.0,0.5,1e-12,0.008412035553578097,0.008877495903983134,48
grid4,mackeyglass,dqrc4,2,1.0,0.3,1e-09,0.008664734119119563,0.010155164968349277,48
grid4,mackeyglass,dqrc4,2,1.0,0.5,1e-12,0.010894208822634142,0.011527006442291004,48
grid4,mackeyglass,dqrc4,2,4.0,0.3,1e-12,0.005403083689854215,0.005742889095679093,48
grid4,mackeyglass,dqrc4,2,4.0,0.5,1e-12,0.008376179459522123,0.009333730901731428,48
grid4,mackeyglass,dqrc4,2,10.0,0.3,1e-12,0.004092924108229434,0.0043966709194992746,48
grid4,mackeyglass,dqrc4,2,10.0,0.5,1e-12,0.00804126431271588,0.008520604805062544,48
grid4,mackeyglass,dqrc4,3,1.0,0.3,1e-12,0.002872659471894049,0.0031378108108134854,48
grid4,mackeyglass,dqrc4,3,1.0,0.5,1e-12,0.005815639134643868,0.0061382335037780756,48
grid4,mackeyglass,dqrc4,3,4.0,0.3,1e-12,0.0036902730589187193,0.003972427497838086,48
grid4,mackeyglass,dqrc4,3,4.0,0.5,1e-12,0.007960307052227694,0.008131199151376207,48
grid4,mackeyglass,dqrc4,3,10.0,0.3,1e-12,0.003921381580632656,0.0042424483394225086,48
grid4,mackeyglass,dqrc4,3,10.0,0.5,1e-12,0.008843111558003823,0.00938029059538551,48
grid4,mackeyglass,dqrc4,4,1.0,0.3,1e-12,0.005462754117258229,0.005677479589699695,48
grid4,mackeyglass,dqrc4,4,1.0,0.5,1e-12,0.00782608034278655,0.008178850263548273,48
grid4,mackeyglass,dqrc4,4,4.0,0.3,1e-12,0.004132556636765975,0.004472356444495706,48
grid4,mackeyglass,dqrc4,4,4.0,0.5,1e-12,0.007194480038050622,0.00778796991422198,48
grid4,mackeyglass,dqrc4,4,10.0,0.3,1e-12,0.004788090896721899,0.004988002417450156,48
grid4,mackeyglass,dqrc4,4,10.0,0.5,1e-12,0.008533140525714935,0.008998927104261638,48
