system,n_qubits_eq,model,seed,nrmse,n_features,n_points,n_qubits,V,window,shots,readout,ngrc_degree
mackeyglass,6,ngrc,17,0.0022945731514897754,21,1500,,,5,,,2
mackeyglass,6,ngrc,18,0.0022945731514897754,21,1500,,,5,,,2
mackeyglass,6,ngrc,19,0.0022945731514897754,21,1500,,,5,,,2
mackeyglass,6,elmF,0,0.001989457529811487,96,1500,,,5,,,
mackeyglass,6,elmF,1,0.0020100435219827587,96,1500,,,5,,,
mackeyglass,6,elmF,2,0.0019902216121757796,96,1500,,,5,,,
mackeyglass,6,elmF,3,0.002041284352300354,96,1500,,,5,,,
mackeyglass,6,elmF,4,0.0019040950045252473,96,1500,,,5,,,
mackeyglass,6,elmF,5,0.0019088253311334835,96,1500,,,5,,,
mackeyglass,6,elmF,6,0.0019172536704587814,96,1500,,,5,,,
mackeyglass,6,elmF,7,0.0019763845914719993,96,1500,,,5,,,
mackeyglass,6,elmF,8,0.002000946312240496,96,1500,,,5,,,
mackeyglass,6,elmF,9,0.0019317764591595316,96,1500,,,5,,,
mackeyglass,6,elmF,10,0.0019581637876946237,96,1500,,,5,,,
mackeyglass,6,elmF,11,0.0019160838749523945,96,1500,,,5,,,
mackeyglass,6,elmF,12,0.0020315091352077707,96,1500,,,5,,,
mackeyglass,6,elmF,13,0.0019969001073441277,96,1500,,,5,,,
mackeyglass,6,elmF,14,0.001953808589260831,96,1500,,,5,,,
mackeyglass,6,elmF,15,0.002044985826673076,96,1500,,,5,,,
mackeyglass,6,elmF,16,0.001941317843726668,96,1500,,,5,,,
mackeyglass,6,elmF,17,0.0019414203368841169,96,1500,,,5,,,
mackeyglass,6,elmF,18,0.0019603700308373703,96,1500,,,5,,,
mackeyglass,6,elmF,19,0.0019627568211173347,96,1500,,,5,,,
mackeyglass,6,esnF,0,0.010150943509709768,96,1500,,,5,,,
mackeyglass,6,esnF,1,0.00947851299877747,96,1500,,,5,,,
mackeyglass,6,esnF,2,0.009750591510201087,96,1500,,,5,,,
mackeyglass,6,esnF,3,0.011090224456435501,96,1500,,,5,,,
mackeyglass,6,esnF,4,0.010018553110667705,96,1500,,,5,,,
mackeyglass,6,esnF,5,0.008810638242700706,96,1500,,,5,,,
mackeyglass,6,esnF,6,0.011611294268124584,96,1500,,,5,,,
mackeyglass,6,esnF,7,0.00884132533774401,96,1500,,,5,,,
mackeyglass,6,esnF,8,0.009579335022758038,96,1500,,,5,,,
mackeyglass,6,esnF,9,0.009024078863826751,96,1500,,,5,,,
mackeyglass,6,esnF,10,0.011410678870799018,96,1500,,,5,,,
mackeyglass,6,esnF,11,0.009379032533005226,96,1500,,,5,,,
mackeyglass,6,esnF,12,0.0101521712014699,96,1500,,,5,,,
mackeyglass,6,esnF,13,0.010984045296695845,96,1500,,,5,,,
mackeyglass,6,esnF,14,0.009718680928647819,96,1500,,,5,,,
mackeyglass,6,esnF,15,0.010104839336242354,96,1500,,,5,,,
mackeyglass,6,esnF,16,0.008380454443185822,96,1500,,,5,,,
mackeyglass,6,esnF,17,0.00914685594901404,96,1500,,,5,,,
mackeyglass,6,esnF,18,0.010047553290647162,96,1500,,,5,,,
mackeyglass,6,esnF,19,0.009017326084843359,96,1500,,,5,,,
mackeyglass,6,qrc,0,0.004520070388906503,96,1500,6,4,5,exact,Z+X+Y+ZZ,
mackeyglass,6,qrc,1,0.004619668760896657,96,1500,6,4,5,exact,Z+X+Y+ZZ,
mackeyglass,6,qrc,2,0.004581172612668992,96,1500,6,4,5,exact,Z+X+Y+ZZ,
mackeyglass,6,qrc,3,0.004745017038361798,96,1500,6,4,5,exact,Z+X+Y+ZZ,
mackeyglass,6,qrc,4,0.004625138554276815,96,1500,6,4,5,exact,Z+X+Y+ZZ,
mackeyglass,6,qrc,5,0.0045289415983854,96,1500,6,4,5,exact,Z+X+Y+ZZ,
mackeyglass,6,qrc,6,0.004292150267234256,96,1500,6,4,5,exact,Z+X+Y+ZZ,
mackeyglass,6,qrc,7,0.004628714039478609,96,1500,6,4,5,exact,Z+X+Y+ZZ,
mackeyglass,6,qrc,8,0.004366910458118324,96,1500,6,4,5,exact,Z+X+Y+ZZ,
mackeyglass,6,qrc,9,0.004650908388542518,96,1500,6,4,5,exact,Z+X+Y+ZZ,
henon,8,ngrc,0,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,1,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,2,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,3,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,4,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,5,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,6,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,7,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,8,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,9,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,10,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,11,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,12,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,13,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,14,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,15,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,16,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,17,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,18,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,ngrc,19,2.153442572971573e-06,21,1200,,,5,,,2
henon,8,elmF,0,0.0010030846443069043,128,1200,,,5,,,
henon,8,elmF,1,0.0006521966569420749,128,1200,,,5,,,
henon,8,elmF,2,0.0008481897481576072,128,1200,,,5,,,
henon,8,elmF,3,0.0007415716252600308,128,1200,,,5,,,
henon,8,elmF,4,0.0005987202369740507,128,1200,,,5,,,
henon,8,elmF,5,0.0007323681739387271,128,1200,,,5,,,
henon,8,elmF,6,0.0006291736269252727,128,1200,,,5,,,
henon,8,elmF,7,0.0009511615173200344,128,1200,,,5,,,
henon,8,elmF,8,0.0007626519971751055,128,1200,,,5,,,
henon,8,elmF,9,0.0008334543054937928,128,1200,,,5,,,
henon,8,elmF,10,0.0005751665115701718,128,1200,,,5,,,
henon,8,elmF,11,0.0007634206295408803,128,1200,,,5,,,
henon,8,elmF,12,0.0008001385820525439,128,1200,,,5,,,
henon,8,elmF,13,0.0005586382419878898,128,1200,,,5,,,
henon,8,elmF,14,0.0006613289808866479,128,1200,,,5,,,
henon,8,elmF,15,0.0008730502725158171,128,1200,,,5,,,
henon,8,elmF,16,0.0008999933441363176,128,1200,,,5,,,
henon,8,elmF,17,0.0006510748655663801,128,1200,,,5,,,
henon,8,elmF,18,0.0008760452402727506,128,1200,,,5,,,
henon,8,elmF,19,0.0006967310640284665,128,1200,,,5,,,
henon,8,esnF,0,0.01573510245531794,128,1200,,,5,,,
henon,8,esnF,1,0.017998338868094692,128,1200,,,5,,,
henon,8,esnF,2,0.020577809760682048,128,1200,,,5,,,
henon,8,esnF,3,0.013564522779315205,128,1200,,,5,,,
henon,8,esnF,4,0.01690775816279473,128,1200,,,5,,,
henon,8,esnF,5,0.01760313017138885,128,1200,,,5,,,
henon,8,esnF,6,0.015039717762718834,128,1200,,,5,,,
henon,8,esnF,7,0.013855037513876052,128,1200,,,5,,,
henon,8,esnF,8,0.014718285745303894,128,1200,,,5,,,
henon,8,esnF,9,0.01391659713466636,128,1200,,,5,,,
henon,8,esnF,10,0.01671363502476058,128,1200,,,5,,,
henon,8,esnF,11,0.01714017423971776,128,1200,,,5,,,
henon,8,esnF,12,0.014018455195343104,128,1200,,,5,,,
henon,8,esnF,13,0.01669826401024829,128,1200,,,5,,,
henon,8,esnF,14,0.015722766520312677,128,1200,,,5,,,
henon,8,esnF,15,0.016190601289821922,128,1200,,,5,,,
henon,8,esnF,16,0.016472834686387414,128,1200,,,5,,,
henon,8,esnF,17,0.019381305787120773,128,1200,,,5,,,
henon,8,esnF,18,0.01251802727906653,128,1200,,,5,,,
henon,8,esnF,19,0.021057818527342564,128,1200,,,5,,,
henon,8,qrc,0,0.004564324863423113,128,1200,8,4,5,exact,Z+X+Y+ZZ,
henon,8,qrc,1,0.004800765573815642,128,1200,8,4,5,exact,Z+X+Y+ZZ,
henon,8,qrc,2,0.004434611771926504,128,1200,8,4,5,exact,Z+X+Y+ZZ,
henon,8,qrc,3,0.004431498851085149,128,1200,8,4,5,exact,Z+X+Y+ZZ,
henon,8,qrc,4,0.004445965546595093,128,1200,8,4,5,exact,Z+X+Y+ZZ,
henon,8,qrc,5,0.0044461691897242405,128,1200,8,4,5,exact,Z+X+Y+ZZ,
henon,8,qrc,6,0.004640348742741404,128,1200,8,4,5,exact,Z+X+Y+ZZ,
henon,8,qrc,7,0.0046675735259377946,128,1200,8,4,5,exact,Z+X+Y+ZZ,
henon,8,qrc,8,0.004689949517079283,128,1200,8,4,5,exact,Z+X+Y+ZZ,
henon,8,qrc,9,0.004458711278793191,128,1200,8,4,5,exact,Z+X+Y+ZZ,
lorenz,8,ngrc,0,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,1,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,2,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,3,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,4,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,5,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,6,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,7,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,8,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,9,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,10,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,11,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,12,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,13,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,14,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,15,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,16,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,17,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,18,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,ngrc,19,0.0016758249668473403,56,1200,,,5,,,3
lorenz,8,elmF,0,0.00114265851876497,128,1200,,,5,,,
lorenz,8,elmF,1,0.0010379323333430698,128,1200,,,5,,,
lorenz,8,elmF,2,0.001036438226530679,128,1200,,,5,,,
lorenz,8,elmF,3,0.0011809894788401382,128,1200,,,5,,,
lorenz,8,elmF,4,0.0010041374666652715,128,1200,,,5,,,
lorenz,8,elmF,5,0.0012742877136280376,128,1200,,,5,,,
lorenz,8,elmF,6,0.0011214304952001208,128,1200,,,5,,,
lorenz,8,elmF,7,0.0009775958398849254,128,1200,,,5,,,
lorenz,8,elmF,8,0.0009805308094185902,128,1200,,,5,,,
lorenz,8,elmF,9,0.0009914165143721295,128,1200,,,5,,,
lorenz,8,elmF,10,0.0010859144034899154,128,1200,,,5,,,
lorenz,8,elmF,11,0.0008329382269289386,128,1200,,,5,,,
lorenz,8,elmF,12,0.001102138575862051,128,1200,,,5,,,
lorenz,8,elmF,13,0.0010621862795583002,128,1200,,,5,,,
lorenz,8,elmF,14,0.0009943195215467648,128,1200,,,5,,,
lorenz,8,elmF,15,0.0010676989143166575,128,1200,,,5,,,
lorenz,8,elmF,16,0.0009277435777152084,128,1200,,,5,,,
lorenz,8,elmF,17,0.0010477313112966478,128,1200,,,5,,,
lorenz,8,elmF,18,0.0010865556457355248,128,1200,,,5,,,
lorenz,8,elmF,19,0.0008793744346457316,128,1200,,,5,,,
lorenz,8,esnF,0,0.04157482599673667,128,1200,,,5,,,
lorenz,8,esnF,1,0.04197617998748542,128,1200,,,5,,,
lorenz,8,esnF,2,0.07550498385189233,128,1200,,,5,,,
lorenz,8,esnF,3,0.04970418408503306,128,1200,,,5,,,
lorenz,8,esnF,4,0.061641646744448116,128,1200,,,5,,,
lorenz,8,esnF,5,0.05558216019505034,128,1200,,,5,,,
lorenz,8,esnF,6,0.03875785871715142,128,1200,,,5,,,
lorenz,8,esnF,7,0.048667164518259656,128,1200,,,5,,,
lorenz,8,esnF,8,0.04810678096902434,128,1200,,,5,,,
lorenz,8,esnF,9,0.05724401968396798,128,1200,,,5,,,
lorenz,8,esnF,10,0.05345808361720659,128,1200,,,5,,,
lorenz,8,esnF,11,0.045879839358516236,128,1200,,,5,,,
lorenz,8,esnF,12,0.0380538820552573,128,1200,,,5,,,
lorenz,8,esnF,13,0.04784542615704011,128,1200,,,5,,,
lorenz,8,esnF,14,0.05695788229415159,128,1200,,,5,,,
lorenz,8,esnF,15,0.06433942040118203,128,1200,,,5,,,
lorenz,8,esnF,16,0.04420435689536781,128,1200,,,5,,,
lorenz,8,esnF,17,0.06783346038013902,128,1200,,,5,,,
lorenz,8,esnF,18,0.05974858758493343,128,1200,,,5,,,
lorenz,8,esnF,19,0.07113516383924914,128,1200,,,5,,,
lorenz,8,qrc,0,0.013634431488433773,128,1200,8,4,5,exact,Z+X+Y+ZZ,
lorenz,8,qrc,1,0.020724538815909,128,1200,8,4,5,exact,Z+X+Y+ZZ,
lorenz,8,qrc,2,0.01077262798027403,128,1200,8,4,5,exact,Z+X+Y+ZZ,
lorenz,8,qrc,3,0.010112746301186071,128,1200,8,4,5,exact,Z+X+Y+ZZ,
lorenz,8,qrc,4,0.010398172135410411,128,1200,8,4,5,exact,Z+X+Y+ZZ,
lorenz,8,qrc,5,0.010566610900675727,128,1200,8,4,5,exact,Z+X+Y+ZZ,
lorenz,8,qrc,6,0.016198207465935695,128,1200,8,4,5,exact,Z+X+Y+ZZ,
lorenz,8,qrc,7,0.013920195523315252,128,1200,8,4,5,exact,Z+X+Y+ZZ,
lorenz,8,qrc,8,0.015753246915049465,128,1200,8,4,5,exact,Z+X+Y+ZZ,
lorenz,8,qrc,9,0.010351000003262332,128,1200,8,4,5,exact,Z+X+Y+ZZ,
mackeyglass,8,ngrc,0,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,1,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,2,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,3,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,4,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,5,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,6,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,7,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,8,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,9,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,10,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,11,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,12,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,13,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,14,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,15,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,16,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,17,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,18,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,ngrc,19,0.0017847997672215063,21,1200,,,5,,,2
mackeyglass,8,elmF,0,0.0014332502421150332,128,1200,,,5,,,
mackeyglass,8,elmF,1,0.0014714051784500384,128,1200,,,5,,,
mackeyglass,8,elmF,2,0.001447678472214813,128,1200,,,5,,,
mackeyglass,8,elmF,3,0.001443604567113081,128,1200,,,5,,,
mackeyglass,8,elmF,4,0.001392314962095769,128,1200,,,5,,,
mackeyglass,8,elmF,5,0.001409639699557946,128,1200,,,5,,,
mackeyglass,8,elmF,6,0.0013524437398102366,128,1200,,,5,,,
mackeyglass,8,elmF,7,0.0014327265297029597,128,1200,,,5,,,
mackeyglass,8,elmF,8,0.0014639044408429752,128,1200,,,5,,,
mackeyglass,8,elmF,9,0.0014803629996518728,128,1200,,,5,,,
mackeyglass,8,elmF,10,0.0014885513325936157,128,1200,,,5,,,
mackeyglass,8,elmF,11,0.0014393558291533291,128,1200,,,5,,,
mackeyglass,8,elmF,12,0.0014287679795491933,128,1200,,,5,,,
mackeyglass,8,elmF,13,0.0014009654258632653,128,1200,,,5,,,
mackeyglass,8,elmF,14,0.0014588742407023493,128,1200,,,5,,,
mackeyglass,8,elmF,15,0.0014237705382467644,128,1200,,,5,,,
mackeyglass,8,elmF,16,0.0014582413799048405,128,1200,,,5,,,
mackeyglass,8,elmF,17,0.0014331145038156698,128,1200,,,5,,,
mackeyglass,8,elmF,18,0.0015601752705674346,128,1200,,,5,,,
mackeyglass,8,elmF,19,0.0014142890974746677,128,1200,,,5,,,
mackeyglass,8,esnF,0,0.0069820899911894815,128,1200,,,5,,,
mackeyglass,8,esnF,1,0.008806943614696517,128,1200,,,5,,,
mackeyglass,8,esnF,2,0.010583480555871494,128,1200,,,5,,,
mackeyglass,8,esnF,3,0.009802323532126452,128,1200,,,5,,,
mackeyglass,8,esnF,4,0.007138810361992048,128,1200,,,5,,,
mackeyglass,8,esnF,5,0.009951108094936576,128,1200,,,5,,,
mackeyglass,8,esnF,6,0.007709137224380465,128,1200,,,5,,,
mackeyglass,8,esnF,7,0.008924361930069069,128,1200,,,5,,,
mackeyglass,8,esnF,8,0.008533159249122083,128,1200,,,5,,,
mackeyglass,8,esnF,9,0.009206265591510741,128,1200,,,5,,,
mackeyglass,8,esnF,10,0.009016619476351288,128,1200,,,5,,,
mackeyglass,8,esnF,11,0.011105508015779728,128,1200,,,5,,,
mackeyglass,8,esnF,12,0.0082821283624917,128,1200,,,5,,,
mackeyglass,8,esnF,13,0.00959481734877119,128,1200,,,5,,,
mackeyglass,8,esnF,14,0.008616693240594877,128,1200,,,5,,,
mackeyglass,8,esnF,15,0.007509977875675083,128,1200,,,5,,,
mackeyglass,8,esnF,16,0.008900816536528267,128,1200,,,5,,,
mackeyglass,8,esnF,17,0.009446047882077426,128,1200,,,5,,,
mackeyglass,8,esnF,18,0.008644110935660712,128,1200,,,5,,,
mackeyglass,8,esnF,19,0.009627820705286687,128,1200,,,5,,,
mackeyglass,8,qrc,0,0.00395125003904408,128,1200,8,4,5,exact,Z+X+Y+ZZ,
mackeyglass,8,qrc,1,0.004306650688635121,128,1200,8,4,5,exact,Z+X+Y+ZZ,
mackeyglass,8,qrc,2,0.0038715698105875086,128,1200,8,4,5,exact,Z+X+Y+ZZ,
mackeyglass,8,qrc,3,0.004090923768489629,128,1200,8,4,5,exact,Z+X+Y+ZZ,
mackeyglass,8,qrc,4,0.004270412764614637,128,1200,8,4,5,exact,Z+X+Y+ZZ,
mackeyglass,8,qrc,5,0.004430223481369508,128,1200,8,4,5,exact,Z+X+Y+ZZ,
mackeyglass,8,qrc,6,0.0037246975472001284,128,1200,8,4,5,exact,Z+X+Y+ZZ,
mackeyglass,8,qrc,7,0.004182465124101501,128,1200,8,4,5,exact,Z+X+Y+ZZ,
mackeyglass,8,qrc,8,0.003827043830160296,128,1200,8,4,5,exact,Z+X+Y+ZZ,
mackeyglass,8,qrc,9,0.00408180031164195,128,1200,8,4,5,exact,Z+X+Y+ZZ,
henon,10,ngrc,0,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,1,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,2,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,3,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,4,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,5,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,6,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,7,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,8,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,9,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,10,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,11,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,12,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,13,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,14,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,15,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,16,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,17,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,18,5.656436364479564e-06,21,600,,,5,,,2
henon,10,ngrc,19,5.656436364479564e-06,21,600,,,5,,,2
henon,10,elmF,0,0.0018683915097699377,160,600,,,5,,,
henon,10,elmF,1,0.000731630318061708,160,600,,,5,,,
henon,10,elmF,2,0.0009999722498068436,160,600,,,5,,,
henon,10,elmF,3,0.0010501758334851394,160,600,,,5,,,
henon,10,elmF,4,0.0007691723232777309,160,600,,,5,,,
henon,10,elmF,5,0.0010545331635427532,160,600,,,5,,,
henon,10,elmF,6,0.0008870848637461741,160,600,,,5,,,
henon,10,elmF,7,0.0012193872833658039,160,600,,,5,,,
henon,10,elmF,8,0.001558253232915624,160,600,,,5,,,
henon,10,elmF,9,0.0011867069667130395,160,600,,,5,,,
henon,10,elmF,10,0.001467227290199305,160,600,,,5,,,
henon,10,elmF,11,0.001057132274487556,160,600,,,5,,,
henon,10,elmF,12,0.0013033612554998672,160,600,,,5,,,
henon,10,elmF,13,0.000931268822412577,160,600,,,5,,,
henon,10,elmF,14,0.0013264282182595237,160,600,,,5,,,
henon,10,elmF,15,0.0010541922601942691,160,600,,,5,,,
henon,10,elmF,16,0.0016167532967927773,160,600,,,5,,,
henon,10,elmF,17,0.0008307148674333852,160,600,,,5,,,
henon,10,elmF,18,0.0010377480074630244,160,600,,,5,,,
henon,10,elmF,19,0.0010581292702224099,160,600,,,5,,,
henon,10,esnF,0,0.016184213214138033,160,600,,,5,,,
henon,10,esnF,1,0.02294040451417544,160,600,,,5,,,
henon,10,esnF,2,0.025658798855024097,160,600,,,5,,,
henon,10,esnF,3,0.021615132301301986,160,600,,,5,,,
henon,10,esnF,4,0.01851203125202375,160,600,,,5,,,
henon,10,esnF,5,0.019134566082017128,160,600,,,5,,,
henon,10,esnF,6,0.01904787881162151,160,600,,,5,,,
henon,10,esnF,7,0.030554748112859884,160,600,,,5,,,
henon,10,esnF,8,0.020281395270633808,160,600,,,5,,,
henon,10,esnF,9,0.018826829127426243,160,600,,,5,,,
henon,10,esnF,10,0.025100129512530312,160,600,,,5,,,
henon,10,esnF,11,0.01629838888452261,160,600,,,5,,,
henon,10,esnF,12,0.021184426251513403,160,600,,,5,,,
henon,10,esnF,13,0.019750645172791445,160,600,,,5,,,
henon,10,esnF,14,0.0314983589560206,160,600,,,5,,,
henon,10,esnF,15,0.017153493804963758,160,600,,,5,,,
henon,10,esnF,16,0.023054149516818764,160,600,,,5,,,
henon,10,esnF,17,0.017555970221084502,160,600,,,5,,,
henon,10,esnF,18,0.02406326994519282,160,600,,,5,,,
henon,10,esnF,19,0.01631255935406851,160,600,,,5,,,
henon,10,qrc,0,0.004412366234092933,160,600,10,4,5,exact,Z+X+Y+ZZ,
henon,10,qrc,1,0.004537552555867298,160,600,10,4,5,exact,Z+X+Y+ZZ,
henon,10,qrc,2,0.004574976572388096,160,600,10,4,5,exact,Z+X+Y+ZZ,
henon,10,qrc,3,0.00451835560684159,160,600,10,4,5,exact,Z+X+Y+ZZ,
henon,10,qrc,4,0.004526744835540588,160,600,10,4,5,exact,Z+X+Y+ZZ,
lorenz,10,ngrc,0,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,1,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,2,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,3,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,4,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,5,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,6,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,7,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,8,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,9,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,10,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,11,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,12,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,13,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,14,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,15,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,16,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,17,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,18,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,ngrc,19,0.0020057288471564162,56,600,,,5,,,3
lorenz,10,elmF,0,0.001348654912536027,160,600,,,5,,,
lorenz,10,elmF,1,0.001198456406481246,160,600,,,5,,,
lorenz,10,elmF,2,0.0011552704037375294,160,600,,,5,,,
lorenz,10,elmF,3,0.0016971115332858775,160,600,,,5,,,
lorenz,10,elmF,4,0.0010923759367459263,160,600,,,5,,,
lorenz,10,elmF,5,0.0008198924852361299,160,600,,,5,,,
lorenz,10,elmF,6,0.000998220976768157,160,600,,,5,,,
lorenz,10,elmF,7,0.0013125400296812285,160,600,,,5,,,
lorenz,10,elmF,8,0.0012047343044629482,160,600,,,5,,,
lorenz,10,elmF,9,0.00100811781621472,160,600,,,5,,,
lorenz,10,elmF,10,0.0010495863859509708,160,600,,,5,,,
lorenz,10,elmF,11,0.0012601465323425175,160,600,,,5,,,
lorenz,10,elmF,12,0.0011321547253289326,160,600,,,5,,,
lorenz,10,elmF,13,0.0012141930965648066,160,600,,,5,,,
lorenz,10,elmF,14,0.0013146471014133178,160,600,,,5,,,
lorenz,10,elmF,15,0.0008702716933424015,160,600,,,5,,,
lorenz,10,elmF,16,0.0012004860799645185,160,600,,,5,,,
lorenz,10,elmF,17,0.0010538667815269552,160,600,,,5,,,
lorenz,10,elmF,18,0.0010303461283978851,160,600,,,5,,,
lorenz,10,elmF,19,0.0011683459857626459,160,600,,,5,,,
lorenz,10,esnF,0,0.4406210024334839,160,600,,,5,,,
lorenz,10,esnF,1,0.16212671660092495,160,600,,,5,,,
lorenz,10,esnF,2,0.17557959136233636,160,600,,,5,,,
lorenz,10,esnF,3,0.22050394500837983,160,600,,,5,,,
lorenz,10,esnF,4,0.2397069529206075,160,600,,,5,,,
lorenz,10,esnF,5,0.14054447711470183,160,600,,,5,,,
lorenz,10,esnF,6,0.19690886250081066,160,600,,,5,,,
lorenz,10,esnF,7,0.2981893827223453,160,600,,,5,,,
lorenz,10,esnF,8,0.09166119233390607,160,600,,,5,,,
lorenz,10,esnF,9,0.15730648628714303,160,600,,,5,,,
lorenz,10,esnF,10,0.16955888634900962,160,600,,,5,,,
