model_key,model_name,group,kind,deterministic,system,seed,cfg_system,cfg_n_points,cfg_seed,cfg_scaler,cfg_scaler_scope,cfg_split_fracs,cfg_washout,cfg_horizon,cfg_lookback,cfg_stride,cfg_windowing,cfg_alpha,cfg_encode_scale,status,n_features,n_params,feature_rank,n_train,n_test,nrmse,rmse,mae,mse,r2,smape,max_error
esn,ESN,reservoir,random recurrent reservoir + ridge readout,False,henon,4,henon,1500,4,minmax,train,"(0.6, 0.2, 0.2)",100,1,3,1,internal,1e-06,1.0,ok,300,301.0,300.0,799,299,0.00950036108751052,0.0027545539825195777,0.002192318287165034,7.587567642614467e-06,0.9999097431392069,2.037823639584626,0.008635970752078753
esn,ESN,reservoir,random recurrent reservoir + ridge readout,False,lorenz,0,lorenz,1500,0,minmax,train,"(0.6, 0.2, 0.2)",100,1,3,1,internal,1e-06,1.0,ok,300,301.0,300.0,799,299,0.04303863905809381,0.009233450332798356,0.007316126273709504,8.525660504825408e-05,0.9981476755480271,3.6723557761027994,0.02897708964100837
esn,ESN,reservoir,random recurrent reservoir + ridge readout,False,lorenz,1,lorenz,1500,1,minmax,train,"(0.6, 0.2, 0.2)",100,1,3,1,internal,1e-06,1.0,ok,300,301.0,300.0,799,299,0.040757320553089456,0.008744019403515983,0.0074675503373201665,7.6457875329064e-05,0.9983388408213327,3.6743729667556306,0.02289994365418535
esn,ESN,reservoir,random recurrent reservoir + ridge readout,False,lorenz,2,lorenz,1500,2,minmax,train,"(0.6, 0.2, 0.2)",100,1,3,1,internal,1e-06,1.0,ok,300,301.0,300.0,799,299,0.033027622995170626,0.0070857007379964195,0.0056839675766168374,5.020715494844301e-05,0.9989091761192889,2.900157572625174,0.021208947341106732
esn,ESN,reservoir,random recurrent reservoir + ridge readout,False,lorenz,3,lorenz,1500,3,minmax,train,"(0.6, 0.2, 0.2)",100,1,3,1,internal,1e-06,1.0,ok,300,301.0,300.0,799,299,0.048688452278738824,0.010445553477881488,0.00854175961614702,0.00010910958745928205,0.997629434614701,3.939599015369245,0.03069490916001788
esn,ESN,reservoir,random recurrent reservoir + ridge readout,False,lorenz,4,lorenz,1500,4,minmax,train,"(0.6, 0.2, 0.2)",100,1,3,1,internal,1e-06,1.0,ok,300,301.0,300.0,799,299,0.044124449475966276,0.009466398604018727,0.007434067610886734,8.961270253016769e-05,0.9980530329584429,3.196192375017274,0.026572723591579098
esn,ESN,reservoir,random recurrent reservoir + ridge readout,False,mackeyglass,0,mackeyglass,1500,0,minmax,train,"(0.6, 0.2, 0.2)",100,1,3,1,internal,1e-06,1.0,ok,300,301.0,300.0,799,299,0.006617679517904208,0.0015380501529421488,0.0012342782933530872,2.365598272965367e-06,0.9999562063177984,0.2882835631220803,0.005290373533313852
esn,ESN,reservoir,random recurrent reservoir + ridge readout,False,mackeyglass,1,mackeyglass,1500,1,minmax,train,"(0.6, 0.2, 0.2)",100,1,3,1,internal,1e-06,1.0,ok,300,301.0,300.0,799,299,0.007496407308509974,0.0017422799602453192,0.0014052187830558892,3.035539459872431e-06,0.999943803877465,0.3292924063822858,0.005928664487564017
esn,ESN,reservoir,random recurrent reservoir + ridge readout,False,mackeyglass,2,mackeyglass,1500,2,minmax,train,"(0.6, 0.2, 0.2)",100,1,3,1,internal,1e-06,1.0,ok,300,301.0,300.0,799,299,0.007400990624714064,0.0017201036604247428,0.0013695130503190657,2.9587566026065987e-06,0.9999452253377729,0.3104844757070528,0.006511215008033089
esn,ESN,reservoir,random recurrent reservoir + ridge readout,False,mackeyglass,3,mackeyglass,1500,3,minmax,train,"(0.6, 0.2, 0.2)",100,1,3,1,internal,1e-06,1.0,ok,300,301.0,300.0,799,299,0.007495062083251882,0.0017419673092762974,0.0014098383066456148,3.0344501065873034e-06,0.9999438240443682,0.31252470293877893,0.006182517668944731
esn,ESN,reservoir,random recurrent reservoir + ridge readout,False,mackeyglass,4,mackeyglass,1500,4,minmax,train,"(0.6, 0.2, 0.2)",100,1,3,1,internal,1e-06,1.0,ok,300,301.0,300.0,799,299,0.006973344344862624,0.0016207121102067062,0.0012913108876777602,2.6267077441706745e-06,0.999951372468648,0.2877263887859352,0.0064480382010609905
esn_rpy,ESN (reservoirpy),reservoir,library ESN cross-check,False,henon,0,henon,1500,0,minmax,train,"(0.6, 0.2, 0.2)",100,1,3,1,internal,1e-06,1.0,ok,300,301.0,300.0,799,299,0.04787853211926785,0.013881998811571459,0.01058180839889467,0.00019270989100447138,0.9977076461621043,7.100974633540695,0.05101649967641261
