experiment,system,n,V,readout,vs,seed,dm_stat,p
readout,mackeyglass,6,4,poly2int,qrc_base,2,-11.484536441896264,1.6036646486191484e-25
readout,mackeyglass,6,4,poly2int,elmF_same,2,7.224146976643664,4.238421388467247e-12
readout,mackeyglass,6,4,poly2int,ngrc,2,-0.7893911818654971,0.4305110256745961
readout,mackeyglass,6,4,poly2int,qrc_base,3,-10.818626850851961,3.1487035671962025e-23
readout,mackeyglass,6,4,poly2int,elmF_same,3,8.961731967486106,3.5828747937614016e-17
readout,mackeyglass,6,4,poly2int,ngrc,3,3.201985121395736,0.0015124150233180942
readout,mackeyglass,6,4,poly2int,qrc_base,4,-11.247774391683182,1.0630471513871202e-24
readout,mackeyglass,6,4,poly2int,elmF_same,4,6.450345669586915,4.5005929464938115e-10
readout,mackeyglass,6,4,poly2int,ngrc,4,-1.4536094837436346,0.1471069001562019
readout,mackeyglass,6,4,delay3,qrc_base,0,-10.531973408106559,2.9355598989185246e-22
readout,mackeyglass,6,4,delay3,elmF_same,0,8.152939614602595,9.960035254310848e-15
readout,mackeyglass,6,4,delay3,ngrc,0,-1.5934935325042425,0.11210958759771196
readout,mackeyglass,6,4,delay3,qrc_base,1,-8.954919390774556,3.761537882008312e-17
readout,mackeyglass,6,4,delay3,elmF_same,1,9.194192575341896,6.727480247163184e-18
readout,mackeyglass,6,4,delay3,ngrc,1,0.9892566807350571,0.32334011621221626
readout,mackeyglass,6,4,delay3,qrc_base,2,-11.284609891853732,7.928356867742463e-25
readout,mackeyglass,6,4,delay3,elmF_same,2,8.94323709121856,4.088700528586764e-17
readout,mackeyglass,6,4,delay3,ngrc,2,-0.8736339239437524,0.38302110563591873
readout,mackeyglass,6,4,delay3,qrc_base,3,-11.643885858132542,4.453209215498816e-26
readout,mackeyglass,6,4,delay3,elmF_same,3,8.405918874756686,1.771448656197906e-15
readout,mackeyglass,6,4,delay3,ngrc,3,-1.5487970217328804,0.12249183757481452
readout,mackeyglass,6,4,delay3,qrc_base,4,-11.348723604206928,4.7545479287661065e-25
readout,mackeyglass,6,4,delay3,elmF_same,4,7.671438415275885,2.434818542674556e-13
readout,mackeyglass,6,4,delay3,ngrc,4,-3.3953952490256594,0.0007782540336638261
readout,mackeyglass,6,4,delay3+poly2,qrc_base,0,-10.356446303535376,1.1369093580831402e-21
readout,mackeyglass,6,4,delay3+poly2,elmF_same,0,7.742494862148816,1.530898163348168e-13
readout,mackeyglass,6,4,delay3+poly2,ngrc,0,-3.603876341722496,0.0003672976207504451
readout,mackeyglass,6,4,delay3+poly2,qrc_base,1,-9.250265665688682,4.478570292355012e-18
readout,mackeyglass,6,4,delay3+poly2,elmF_same,1,8.919473126897914,4.843757548246628e-17
readout,mackeyglass,6,4,delay3+poly2,ngrc,1,-2.729274298639517,0.006724751774868275
readout,mackeyglass,6,4,delay3+poly2,qrc_base,2,-11.641850120355313,4.526884219663687e-26
readout,mackeyglass,6,4,delay3+poly2,elmF_same,2,7.623597618815421,3.3225910256267604e-13
readout,mackeyglass,6,4,delay3+poly2,ngrc,2,-4.608866662733236,6.011463048222886e-06
readout,mackeyglass,6,4,delay3+poly2,qrc_base,3,-11.75604231263121,1.800410541960678e-26
readout,mackeyglass,6,4,delay3+poly2,elmF_same,3,7.445960747449196,1.0423207946101376e-12
readout,mackeyglass,6,4,delay3+poly2,ngrc,3,-4.387582995014057,1.5924428465727194e-05
readout,mackeyglass,6,4,delay3+poly2,qrc_base,4,-11.546213200336169,9.774056204447358e-26
readout,mackeyglass,6,4,delay3+poly2,elmF_same,4,6.568487294905099,2.2609686444094163e-10
readout,mackeyglass,6,4,delay3+poly2,ngrc,4,-6.15504120387737,2.418339718792645e-09
readout,mackeyglass,8,4,poly2sq,qrc_base,0,-2.554902776181132,0.011245307654830483
readout,mackeyglass,8,4,poly2sq,elmF_same,0,12.817424273629838,5.998387427204447e-29
readout,mackeyglass,8,4,poly2sq,ngrc,0,11.406045038571058,2.5050558840261537e-24
readout,mackeyglass,8,4,poly2sq,qrc_base,1,-1.1367646503803062,0.25677993218862494
readout,mackeyglass,8,4,poly2sq,elmF_same,1,11.59651114292961,6.064676714506784e-25
readout,mackeyglass,8,4,poly2sq,ngrc,1,10.639321151943916,7.042304220007882e-22
readout,mackeyglass,8,4,poly2sq,qrc_base,2,-0.22505075426740676,0.8221329006527683
readout,mackeyglass,8,4,poly2sq,elmF_same,2,12.645846732781438,2.2170988120867375e-28
readout,mackeyglass,8,4,poly2sq,ngrc,2,11.445135149285028,1.8733473067942934e-24
readout,mackeyglass,8,4,poly2sq,qrc_base,3,-3.678967084079143,0.000289607448981836
readout,mackeyglass,8,4,poly2sq,elmF_same,3,13.165765431729724,4.1828553542613625e-30
readout,mackeyglass,8,4,poly2sq,ngrc,3,11.551736539306631,8.469657459374367e-25
readout,mackeyglass,8,4,poly2sq,qrc_base,4,-2.6148409682451983,0.009496913545620779
readout,mackeyglass,8,4,poly2sq,elmF_same,4,12.639740361586126,2.3225528291440057e-28
readout,mackeyglass,8,4,poly2sq,ngrc,4,11.656594455117256,3.8718759139437472e-25
readout,mackeyglass,8,4,poly2int,qrc_base,0,-11.298835145791756,5.550254707151398e-24
readout,mackeyglass,8,4,poly2int,elmF_same,0,7.25307184853677,5.697931010758154e-12
readout,mackeyglass,8,4,poly2int,ngrc,0,0.8001278068923867,0.42443466766685145
readout,mackeyglass,8,4,poly2int,qrc_base,1,-7.944049482581266,7.77419672522161e-14
readout,mackeyglass,8,4,poly2int,elmF_same,1,9.715584032404738,5.227022615046398e-19
readout,mackeyglass,8,4,poly2int,ngrc,1,5.8887384695124245,1.3176338479986102e-08
readout,mackeyglass,8,4,poly2int,qrc_base,2,-9.280554263401593,1.0799256968047292e-17
readout,mackeyglass,8,4,poly2int,elmF_same,2,9.127851129104265,3.081124518679252e-17
readout,mackeyglass,8,4,poly2int,ngrc,2,5.457467041103077,1.2105108249049684e-07
readout,mackeyglass,8,4,poly2int,qrc_base,3,-11.064117405512873,3.1433399526847193e-23
readout,mackeyglass,8,4,poly2int,elmF_same,3,8.147855709189859,2.1011663496029023e-14
readout,mackeyglass,8,4,poly2int,ngrc,3,2.812555121304718,0.005325176192817956
readout,mackeyglass,8,4,poly2int,qrc_base,4,-12.356008754579442,2.0025356681052674e-27
readout,mackeyglass,8,4,poly2int,elmF_same,4,7.901228230015279,1.0210174742827917e-13
readout,mackeyglass,8,4,poly2int,ngrc,4,2.5490974175850725,0.011429063735569142
readout,mackeyglass,8,4,delay3,qrc_base,0,-11.232502899484537,9.070009712809214e-24
readout,mackeyglass,8,4,delay3,elmF_same,0,9.27431829904778,1.1273383795268047e-17
readout,mackeyglass,8,4,delay3,ngrc,0,3.2356577392437025,0.0013860076839208658
readout,mackeyglass,8,4,delay3,qrc_base,1,-9.103621586002768,3.6361151452746845e-17
readout,mackeyglass,8,4,delay3,elmF_same,1,8.601123713660208,1.0758420960469667e-15
readout,mackeyglass,8,4,delay3,ngrc,1,4.273732407177814,2.7821439314750326e-05
readout,mackeyglass,8,4,delay3,qrc_base,2,-11.946311739966713,4.412038374338784e-26
readout,mackeyglass,8,4,delay3,elmF_same,2,9.623405906906756,9.97829198556325e-19
readout,mackeyglass,8,4,delay3,ngrc,2,0.5077438696390136,0.6121031907361758
readout,mackeyglass,8,4,delay3,qrc_base,3,-12.135536087996032,1.0606612094899332e-26
readout,mackeyglass,8,4,delay3,elmF_same,3,10.53874349509004,1.4616888262766155e-21
readout,mackeyglass,8,4,delay3,ngrc,3,-0.5742631977903678,0.5663320579781446
readout,mackeyglass,8,4,delay3,qrc_base,4,-13.374977011210728,8.40695212385941e-31
readout,mackeyglass,8,4,delay3,elmF_same,4,10.386956172993832,4.3800214576061255e-21
readout,mackeyglass,8,4,delay3,ngrc,4,1.0547367339190714,0.29261528425259625
readout,mackeyglass,8,4,delay3+poly2,qrc_base,0,-12.34098242560894,2.2439426481245653e-27
readout,mackeyglass,8,4,delay3+poly2,elmF_same,0,8.679250114497524,6.392874511944039e-16
readout,mackeyglass,8,4,delay3+poly2,ngrc,0,-1.9388257808247011,0.05370478483296736
readout,mackeyglass,8,4,delay3+poly2,qrc_base,1,-9.685630045773339,6.450969242238913e-19
readout,mackeyglass,8,4,delay3+poly2,elmF_same,1,8.915338741769824,1.30778311634878e-16
readout,mackeyglass,8,4,delay3+poly2,ngrc,1,1.050991765850373,0.2943283304514095
readout,mackeyglass,8,4,delay3+poly2,qrc_base,2,-12.336155984492686,2.3274826785965705e-27
readout,mackeyglass,8,4,delay3+poly2,elmF_same,2,8.634744887338751,8.601874595977865e-16
readout,mackeyglass,8,4,delay3+poly2,ngrc,2,-1.2733950198003556,0.20412019812041643
readout,mackeyglass,8,4,delay3+poly2,qrc_base,3,-12.501134015392685,6.661048337189255e-28
readout,mackeyglass,8,4,delay3+poly2,elmF_same,3,8.896601675449448,1.4844173085826697e-16
readout,mackeyglass,8,4,delay3+poly2,ngrc,3,-4.119828238271041,5.235479050469596e-05
readout,mackeyglass,8,4,delay3+poly2,qrc_base,4,-13.752284137171653,4.617693640062418e-32
readout,mackeyglass,8,4,delay3+poly2,elmF_same,4,9.377845726965377,5.514928330622485e-18
readout,mackeyglass,8,4,delay3+poly2,ngrc,4,-2.476252050081368,0.013973511917022367
vsweep,mackeyglass,6,4,base,elmF_sameF,0,10.617105897319009,1.5167631795237715e-22
vsweep,mackeyglass,6,4,base,elmF_sameF,1,9.559656224321175,4.634464323922735e-19
vsweep,mackeyglass,6,4,base,elmF_sameF,2,11.620472397004784,5.377827911488909e-26
vsweep,mackeyglass,6,4,base,elmF_sameF,3,11.754247456305842,1.8267374925736706e-26
vsweep,mackeyglass,6,4,base,elmF_sameF,4,11.360664471491464,4.322110521059967e-25
vsweep,mackeyglass,6,8,base,elmF_sameF,0,10.699548650394728,7.984572061133593e-23
vsweep,mackeyglass,6,8,base,qrc_V4,0,-5.3676754297775116,1.6061909299791049e-07
vsweep,mackeyglass,6,8,base,elmF_sameF,1,9.358514905563041,2.0341614360835322e-18
vsweep,mackeyglass,6,8,base,qrc_V4,1,-5.003612930059694,9.634340135978011e-07
vsweep,mackeyglass,6,8,base,elmF_sameF,2,11.52356619945089,1.172422174757217e-25
vsweep,mackeyglass,6,8,base,qrc_V4,2,-6.7605049907123345,7.248421948152155e-11
vsweep,mackeyglass,6,8,base,elmF_sameF,3,11.193506268373794,1.636456459333987e-24
vsweep,mackeyglass,6,8,base,qrc_V4,3,-7.811218682762243,9.748145658144816e-14
vsweep,mackeyglass,6,8,base,elmF_sameF,4,10.5422952047756,2.710037801562737e-22
vsweep,mackeyglass,6,8,base,qrc_V4,4,-8.504267640357934,8.976834408763048e-16
vsweep,mackeyglass,6,16,base,elmF_sameF,0,9.792970690931732,8.16954107120623e-20
vsweep,mackeyglass,6,16,base,qrc_V4,0,-7.7241502462769205,1.7261792638312607e-13
vsweep,mackeyglass,6,16,base,elmF_sameF,1,8.922959393499259,4.7248955322396063e-17
vsweep,mackeyglass,6,16,base,qrc_V4,1,-6.916892826124713,2.8221522381532314e-11
vsweep,mackeyglass,6,16,base,elmF_sameF,2,10.62366514277994,1.4413879386638764e-22
vsweep,mackeyglass,6,16,base,qrc_V4,2,-9.58863065452611,3.740127902295156e-19
vsweep,mackeyglass,6,16,base,elmF_sameF,3,10.164928210891183,4.922614358134607e-21
vsweep,mackeyglass,6,16,base,qrc_V4,3,-10.069161034020876,1.019486751417144e-20
vsweep,mackeyglass,6,16,base,elmF_sameF,4,8.87929242759118,6.447250716233639e-17
vsweep,mackeyglass,6,16,base,qrc_V4,4,-10.135058810951232,6.1796475529920746e-21
