experiment,system,n,V,model,readout,seed,nrmse,n_features,n_points
vsweep,lorenz,6,4,qrc,base,3,0.013611677896165325,96,1500
vsweep,lorenz,6,4,qrc,base,4,0.011721513611702815,96,1500
vsweep,lorenz,6,4,elmF,base,0,0.0012875339316352431,96,1500
vsweep,lorenz,6,4,elmF,base,1,0.0011456805711253187,96,1500
vsweep,lorenz,6,4,elmF,base,2,0.0019463460068099797,96,1500
vsweep,lorenz,6,4,elmF,base,3,0.0017822918164724464,96,1500
vsweep,lorenz,6,4,elmF,base,4,0.0017445997042213417,96,1500
vsweep,lorenz,6,8,qrc,base,0,0.011815257491932985,192,1500
vsweep,lorenz,6,8,qrc,base,1,0.01802253273242338,192,1500
vsweep,lorenz,6,8,qrc,base,2,0.012392454372321884,192,1500
vsweep,lorenz,6,8,qrc,base,3,0.011539339844105625,192,1500
vsweep,lorenz,6,8,qrc,base,4,0.01073068760041521,192,1500
vsweep,lorenz,6,8,elmF,base,0,0.000758012399175546,192,1500
vsweep,lorenz,6,8,elmF,base,1,0.0011103961676101916,192,1500
vsweep,lorenz,6,8,elmF,base,2,0.000964204947460651,192,1500
vsweep,lorenz,6,8,elmF,base,3,0.000996279627199397,192,1500
vsweep,lorenz,6,8,elmF,base,4,0.0009309319193404418,192,1500
vsweep,lorenz,6,16,qrc,base,0,0.011239655100436396,384,1500
vsweep,lorenz,6,16,qrc,base,1,0.016174826743425425,384,1500
vsweep,lorenz,6,16,qrc,base,2,0.012032514098405543,384,1500
vsweep,lorenz,6,16,qrc,base,3,0.010791967821179166,384,1500
vsweep,lorenz,6,16,qrc,base,4,0.00986857292599606,384,1500
vsweep,lorenz,6,16,elmF,base,0,0.0004821314337290532,384,1500
vsweep,lorenz,6,16,elmF,base,1,0.000516034310283225,384,1500
vsweep,lorenz,6,16,elmF,base,2,0.0005266568521079184,384,1500
vsweep,lorenz,6,16,elmF,base,3,0.0005770000278517669,384,1500
vsweep,lorenz,6,16,elmF,base,4,0.0006471084261548642,384,1500
vsweep,lorenz,6,4,ngrc,base,0,0.0018550941268273865,56,1500
vsweep,lorenz,6,4,ngrc,base,1,0.0018550941268273865,56,1500
vsweep,lorenz,6,4,ngrc,base,2,0.0018550941268273865,56,1500
vsweep,lorenz,6,4,ngrc,base,3,0.0018550941268273865,56,1500
vsweep,lorenz,6,4,ngrc,base,4,0.0018550941268273865,56,1500
vsweep,mackeyglass,6,4,qrc,base,0,0.004520070388906503,96,1500
vsweep,mackeyglass,6,4,qrc,base,1,0.004619668760896657,96,1500
vsweep,mackeyglass,6,4,qrc,base,2,0.004581172612668992,96,1500
vsweep,mackeyglass,6,4,qrc,base,3,0.004745017038361798,96,1500
vsweep,mackeyglass,6,4,qrc,base,4,0.004625138554276815,96,1500
vsweep,mackeyglass,6,4,elmF,base,0,0.001989457529811487,96,1500
vsweep,mackeyglass,6,4,elmF,base,1,0.0020100435219827587,96,1500
vsweep,mackeyglass,6,4,elmF,base,2,0.0019902216121757796,96,1500
vsweep,mackeyglass,6,4,elmF,base,3,0.002041284352300354,96,1500
vsweep,mackeyglass,6,4,elmF,base,4,0.0019040950045252473,96,1500
vsweep,mackeyglass,6,8,qrc,base,0,0.0037320087463910707,192,1500
vsweep,mackeyglass,6,8,qrc,base,1,0.003959349474380856,192,1500
vsweep,mackeyglass,6,8,qrc,base,2,0.003644613350741189,192,1500
vsweep,mackeyglass,6,8,qrc,base,3,0.0035480434449633672,192,1500
vsweep,mackeyglass,6,8,qrc,base,4,0.0032561071838421453,192,1500
vsweep,mackeyglass,6,8,elmF,base,0,0.001861627445864335,192,1500
vsweep,mackeyglass,6,8,elmF,base,1,0.00181344541537282,192,1500
vsweep,mackeyglass,6,8,elmF,base,2,0.0017816118264136224,192,1500
vsweep,mackeyglass,6,8,elmF,base,3,0.0018313754889043128,192,1500
vsweep,mackeyglass,6,8,elmF,base,4,0.0018428027590855743,192,1500
vsweep,mackeyglass,6,16,qrc,base,0,0.003280186827282109,384,1500
vsweep,mackeyglass,6,16,qrc,base,1,0.003440483308346579,384,1500
vsweep,mackeyglass,6,16,qrc,base,2,0.0030655012486595253,384,1500
vsweep,mackeyglass,6,16,qrc,base,3,0.0029882603879193754,384,1500
vsweep,mackeyglass,6,16,qrc,base,4,0.002768601747125275,384,1500
vsweep,mackeyglass,6,16,elmF,base,0,0.0016992644456604207,384,1500
vsweep,mackeyglass,6,16,elmF,base,1,0.0017460424728628664,384,1500
vsweep,mackeyglass,6,16,elmF,base,2,0.0016839702616582122,384,1500
vsweep,mackeyglass,6,16,elmF,base,3,0.0017087901917504408,384,1500
vsweep,mackeyglass,6,16,elmF,base,4,0.001698058619718496,384,1500
vsweep,mackeyglass,6,4,ngrc,base,0,0.0022945731514897754,21,1500
vsweep,mackeyglass,6,4,ngrc,base,1,0.0022945731514897754,21,1500
vsweep,mackeyglass,6,4,ngrc,base,2,0.0022945731514897754,21,1500
vsweep,mackeyglass,6,4,ngrc,base,3,0.0022945731514897754,21,1500
vsweep,mackeyglass,6,4,ngrc,base,4,0.0022945731514897754,21,1500
